"ZIPCODE","MONTH","YEAR","CUSTOMERCLASS","COMBINED","TOTALCUSTOMERS","TOTALTHM","AVERAGETHM"
"94043",6,2019,"Gas- Commercial","Y",1266,395253,312
"94044",5,2019,"Gas- Commercial","Y",311,77034,248
"94061",4,2019,"Gas- Commercial","Y",0,0,NA
"94061",6,2019,"Gas- Commercial","Y",0,0,NA
"94062",5,2019,"Gas- Commercial","Y",221,78308,354
"94063",4,2019,"Gas- Commercial","Y",2093,969455,463
"94063",6,2019,"Gas- Commercial","N",1029,338861,329
"94065",5,2019,"Gas- Commercial","Y",0,0,NA
"94066",4,2019,"Gas- Commercial","Y",0,0,NA
"94066",6,2019,"Gas- Commercial","Y",0,0,NA
"94070",5,2019,"Gas- Commercial","N",965,176792,183
"94080",4,2019,"Gas- Commercial","Y",1796,1454788,810
"94080",6,2019,"Gas- Commercial","Y",2346,1493677,637
"94085",5,2019,"Gas- Commercial","Y",0,0,NA
"94086",4,2019,"Gas- Commercial","Y",0,0,NA
"94086",6,2019,"Gas- Commercial","Y",0,0,NA
"94087",5,2019,"Gas- Commercial","Y",0,0,NA
"94089",4,2019,"Gas- Commercial","Y",0,0,NA
"94089",6,2019,"Gas- Commercial","Y",0,0,NA
"94102",5,2019,"Gas- Commercial","N",484,320320,662
"94103",4,2019,"Gas- Commercial","N",1117,380376,341
"94103",6,2019,"Gas- Commercial","N",1117,314832,282
"94104",5,2019,"Gas- Commercial","N",65,56522,870
"94105",4,2019,"Gas- Commercial","N",180,234292,1302
"94105",6,2019,"Gas- Commercial","N",181,176772,977
"94107",5,2019,"Gas- Commercial","Y",811,494349,610
"94108",4,2019,"Gas- Commercial","N",464,157255,339
"94108",6,2019,"Gas- Commercial","N",467,150226,322
"94109",5,2019,"Gas- Commercial","N",677,291138,430
"94110",4,2019,"Gas- Commercial","Y",1609,396783,247
"94110",6,2019,"Gas- Commercial","N",1073,220903,206
"94111",5,2019,"Gas- Commercial","N",256,293744,1147
"94112",4,2019,"Gas- Commercial","Y",698,204255,293
"94112",6,2019,"Gas- Commercial","N",469,121269,259
"94114",5,2019,"Gas- Commercial","Y",926,229605,248
"94115",4,2019,"Gas- Commercial","N",479,193801,405
"94115",6,2019,"Gas- Commercial","N",476,155368,326
"94116",5,2019,"Gas- Commercial","Y",0,0,NA
"94117",4,2019,"Gas- Commercial","Y",0,0,NA
"94117",6,2019,"Gas- Commercial","N",387,87598,226
"94118",5,2019,"Gas- Commercial","Y",624,231029,370
"94121",4,2019,"Gas- Commercial","Y",0,0,NA
"94121",6,2019,"Gas- Commercial","N",327,79812,244
"94122",5,2019,"Gas- Commercial","Y",1149,300095,261
"94123",4,2019,"Gas- Commercial","N",490,111735,228
"94123",6,2019,"Gas- Commercial","N",492,98790,201
"94124",5,2019,"Gas- Commercial","Y",868,222855,257
"94127",4,2019,"Gas- Commercial","Y",0,0,NA
"94127",6,2019,"Gas- Commercial","N",236,36852,156
"94128",5,2019,"Gas- Commercial","Y",0,0,NA
"94129",4,2019,"Gas- Commercial","Y",0,0,NA
"94129",6,2019,"Gas- Commercial","Y",0,0,NA
"94131",5,2019,"Gas- Commercial","Y",0,0,NA
"94132",4,2019,"Gas- Commercial","N",153,66914,437
"94132",6,2019,"Gas- Commercial","N",155,52686,340
"94133",5,2019,"Gas- Commercial","N",603,238699,396
"94134",4,2019,"Gas- Commercial","Y",0,0,NA
"94134",6,2019,"Gas- Commercial","Y",0,0,NA
"94158",5,2019,"Gas- Commercial","Y",0,0,NA
"94303",4,2019,"Gas- Commercial","Y",0,0,NA
"94303",6,2019,"Gas- Commercial","Y",0,0,NA
"94304",5,2019,"Gas- Commercial","Y",0,0,NA
"94305",4,2019,"Gas- Commercial","Y",0,0,NA
"94305",6,2019,"Gas- Commercial","Y",0,0,NA
"94306",5,2019,"Gas- Commercial","Y",0,0,NA
"94401",4,2019,"Gas- Commercial","N",657,176655,269
"94401",6,2019,"Gas- Commercial","Y",0,0,NA
"94402",5,2019,"Gas- Commercial","Y",0,0,NA
"94403",4,2019,"Gas- Commercial","Y",774,594577,768
"94403",6,2019,"Gas- Commercial","Y",2169,817753,377
"94404",5,2019,"Gas- Commercial","Y",0,0,NA
"94501",4,2019,"Gas- Commercial","Y",1149,320567,279
"94501",6,2019,"Gas- Commercial","N",743,147709,199
"94502",5,2019,"Gas- Commercial","Y",0,0,NA
"94503",4,2019,"Gas- Commercial","N",131,44195,337
"94503",6,2019,"Gas- Commercial","Y",0,0,NA
"94505",5,2019,"Gas- Commercial","Y",0,0,NA
"94506",4,2019,"Gas- Commercial","Y",130,50333,387
"94506",6,2019,"Gas- Commercial","Y",0,0,NA
"94507",5,2019,"Gas- Commercial","Y",0,0,NA
"94508",4,2019,"Gas- Commercial","Y",0,0,NA
"94508",6,2019,"Gas- Commercial","Y",0,0,NA
"94509",5,2019,"Gas- Commercial","Y",0,0,NA
"94510",4,2019,"Gas- Commercial","N",546,81674,150
"94510",6,2019,"Gas- Commercial","Y",0,0,NA
"94513",5,2019,"Gas- Commercial","Y",0,0,NA
"94514",4,2019,"Gas- Commercial","Y",0,0,NA
"94514",6,2019,"Gas- Commercial","Y",0,0,NA
"94515",5,2019,"Gas- Commercial","Y",0,0,NA
"94517",4,2019,"Gas- Commercial","Y",0,0,NA
"94517",6,2019,"Gas- Commercial","Y",0,0,NA
"94518",5,2019,"Gas- Commercial","Y",0,0,NA
"94519",4,2019,"Gas- Commercial","Y",0,0,NA
"94519",6,2019,"Gas- Commercial","Y",0,0,NA
"94520",5,2019,"Gas- Commercial","Y",7136,1978297,277
"94521",4,2019,"Gas- Commercial","Y",0,0,NA
"94521",6,2019,"Gas- Commercial","Y",0,0,NA
"94523",5,2019,"Gas- Commercial","Y",0,0,NA
"94525",4,2019,"Gas- Commercial","Y",0,0,NA
"94525",6,2019,"Gas- Commercial","Y",0,0,NA
"94526",5,2019,"Gas- Commercial","Y",0,0,NA
"94528",4,2019,"Gas- Commercial","Y",0,0,NA
"94528",6,2019,"Gas- Commercial","Y",0,0,NA
"94530",5,2019,"Gas- Commercial","Y",0,0,NA
"94531",4,2019,"Gas- Commercial","Y",0,0,NA
"94531",6,2019,"Gas- Commercial","Y",0,0,NA
"94533",5,2019,"Gas- Commercial","Y",1319,466258,353
"94534",4,2019,"Gas- Commercial","N",355,130735,368
"94534",6,2019,"Gas- Commercial","Y",0,0,NA
"94535",5,2019,"Gas- Commercial","Y",0,0,NA
"94536",4,2019,"Gas- Commercial","Y",0,0,NA
"94536",6,2019,"Gas- Commercial","N",438,73260,167
"94538",5,2019,"Gas- Commercial","Y",1857,694861,374
"94539",4,2019,"Gas- Commercial","Y",0,0,NA
"94539",6,2019,"Gas- Commercial","Y",0,0,NA
"94541",5,2019,"Gas- Commercial","N",714,130782,183
"94542",4,2019,"Gas- Commercial","Y",0,0,NA
"94542",6,2019,"Gas- Commercial","Y",0,0,NA
"94544",5,2019,"Gas- Commercial","N",739,200317,271
"94545",4,2019,"Gas- Commercial","N",1198,337488,282
"94545",6,2019,"Gas- Commercial","N",1187,260980,220
"94546",5,2019,"Gas- Commercial","Y",0,0,NA
"94547",4,2019,"Gas- Commercial","Y",0,0,NA
"94547",6,2019,"Gas- Commercial","Y",0,0,NA
"94549",5,2019,"Gas- Commercial","Y",0,0,NA
"94550",4,2019,"Gas- Commercial","N",675,165387,245
"94550",6,2019,"Gas- Commercial","N",675,111640,165
"94551",5,2019,"Gas- Commercial","Y",912,227396,249
"94552",4,2019,"Gas- Commercial","Y",0,0,NA
"94552",6,2019,"Gas- Commercial","Y",53,18581,351
"94553",5,2019,"Gas- Commercial","Y",0,0,NA
"94555",4,2019,"Gas- Commercial","Y",0,0,NA
"94555",6,2019,"Gas- Commercial","Y",0,0,NA
"94556",5,2019,"Gas- Commercial","Y",0,0,NA
"94558",4,2019,"Gas- Commercial","Y",994,355930,358
"94558",6,2019,"Gas- Commercial","Y",0,0,NA
"94559",5,2019,"Gas- Commercial","Y",0,0,NA
"94560",4,2019,"Gas- Commercial","Y",714,327008,458
"94560",6,2019,"Gas- Commercial","Y",714,265663,372
"94561",5,2019,"Gas- Commercial","Y",0,0,NA
"94563",4,2019,"Gas- Commercial","Y",0,0,NA
"94563",6,2019,"Gas- Commercial","Y",0,0,NA
"94564",5,2019,"Gas- Commercial","Y",0,0,NA
"94565",4,2019,"Gas- Commercial","Y",0,0,NA
"94565",6,2019,"Gas- Commercial","Y",0,0,NA
"94566",5,2019,"Gas- Commercial","Y",1347,499034,370
"94568",4,2019,"Gas- Commercial","N",659,252058,382
"94568",6,2019,"Gas- Commercial","Y",694,204917,295
"94569",5,2019,"Gas- Commercial","Y",0,0,NA
"94571",4,2019,"Gas- Commercial","Y",0,0,NA
"94571",6,2019,"Gas- Commercial","Y",0,0,NA
"94572",5,2019,"Gas- Commercial","Y",0,0,NA
"94574",4,2019,"Gas- Commercial","Y",304,125690,413
"94574",6,2019,"Gas- Commercial","Y",549,182478,332
"94576",5,2019,"Gas- Commercial","Y",0,0,NA
"94577",4,2019,"Gas- Commercial","Y",1434,381945,266
"94577",6,2019,"Gas- Commercial","Y",2576,547584,213
"94578",5,2019,"Gas- Commercial","Y",0,0,NA
"94579",4,2019,"Gas- Commercial","Y",0,0,NA
"94579",6,2019,"Gas- Commercial","Y",0,0,NA
"94580",5,2019,"Gas- Commercial","N",195,34992,179
"94582",4,2019,"Gas- Commercial","Y",0,0,NA
"94582",6,2019,"Gas- Commercial","Y",0,0,NA
"94583",5,2019,"Gas- Commercial","Y",1002,442044,441
"94585",4,2019,"Gas- Commercial","Y",0,0,NA
"94585",6,2019,"Gas- Commercial","Y",0,0,NA
"94586",5,2019,"Gas- Commercial","Y",0,0,NA
"94587",4,2019,"Gas- Commercial","Y",1113,306899,276
"94587",6,2019,"Gas- Commercial","N",671,185329,276
"94588",5,2019,"Gas- Commercial","Y",0,0,NA
"94589",4,2019,"Gas- Commercial","Y",0,0,NA
"94589",6,2019,"Gas- Commercial","Y",0,0,NA
"94590",5,2019,"Gas- Commercial","Y",986,243246,247
"94591",4,2019,"Gas- Commercial","N",324,81940,253
"94591",6,2019,"Gas- Commercial","Y",0,0,NA
"94595",5,2019,"Gas- Commercial","Y",0,0,NA
"94596",4,2019,"Gas- Commercial","Y",1035,383105,370
"94596",6,2019,"Gas- Commercial","Y",0,0,NA
"94597",5,2019,"Gas- Commercial","Y",0,0,NA
"94598",4,2019,"Gas- Commercial","Y",0,0,NA
"94598",6,2019,"Gas- Commercial","Y",0,0,NA
"94599",5,2019,"Gas- Commercial","Y",0,0,NA
"94601",4,2019,"Gas- Commercial","Y",965,227039,235
"94601",6,2019,"Gas- Commercial","Y",733,135994,186
"94602",5,2019,"Gas- Commercial","Y",0,0,NA
"94603",4,2019,"Gas- Commercial","Y",0,0,NA
"94603",6,2019,"Gas- Commercial","Y",0,0,NA
"94605",5,2019,"Gas- Commercial","Y",0,0,NA
"94606",4,2019,"Gas- Commercial","Y",0,0,NA
"94606",6,2019,"Gas- Commercial","Y",683,123959,181
"94607",5,2019,"Gas- Commercial","N",636,183777,289
"94608",4,2019,"Gas- Commercial","Y",978,397221,406
"94608",6,2019,"Gas- Commercial","Y",979,317460,324
"94609",5,2019,"Gas- Commercial","Y",0,0,NA
"94610",4,2019,"Gas- Commercial","Y",0,0,NA
"94610",6,2019,"Gas- Commercial","Y",0,0,NA
"94611",5,2019,"Gas- Commercial","Y",550,121879,222
"94612",4,2019,"Gas- Commercial","Y",755,259681,344
"94612",6,2019,"Gas- Commercial","N",474,149982,316
"94613",5,2019,"Gas- Commercial","Y",0,0,NA
"94618",4,2019,"Gas- Commercial","Y",0,0,NA
"94618",6,2019,"Gas- Commercial","Y",0,0,NA
"94619",5,2019,"Gas- Commercial","Y",0,0,NA
"94621",4,2019,"Gas- Commercial","Y",559,194424,348
"94621",6,2019,"Gas- Commercial","Y",560,152659,273
"94702",5,2019,"Gas- Commercial","Y",0,0,NA
"94703",4,2019,"Gas- Commercial","Y",0,0,NA
"94703",6,2019,"Gas- Commercial","N",203,16830,83
"94704",5,2019,"Gas- Commercial","Y",1660,501468,302
"94705",4,2019,"Gas- Commercial","Y",0,0,NA
"94705",6,2019,"Gas- Commercial","Y",0,0,NA
"94706",5,2019,"Gas- Commercial","N",280,45062,161
"94707",4,2019,"Gas- Commercial","Y",191,22971,120
"94707",6,2019,"Gas- Commercial","Y",192,16481,86
"94708",5,2019,"Gas- Commercial","Y",0,0,NA
"94709",4,2019,"Gas- Commercial","Y",0,0,NA
"94709",6,2019,"Gas- Commercial","Y",0,0,NA
"94710",5,2019,"Gas- Commercial","N",721,256609,356
"94720",4,2019,"Gas- Commercial","Y",0,0,NA
"94720",6,2019,"Gas- Commercial","Y",0,0,NA
"94801",5,2019,"Gas- Commercial","Y",0,0,NA
"94803",4,2019,"Gas- Commercial","Y",0,0,NA
"94803",6,2019,"Gas- Commercial","Y",0,0,NA
"94804",5,2019,"Gas- Commercial","Y",1078,304633,283
"94805",4,2019,"Gas- Commercial","Y",0,0,NA
"94805",6,2019,"Gas- Commercial","Y",0,0,NA
"94806",5,2019,"Gas- Commercial","Y",698,220440,316
"94901",4,2019,"Gas- Commercial","N",1122,182640,163
"94901",6,2019,"Gas- Commercial","N",1109,132954,120
"94903",5,2019,"Gas- Commercial","Y",0,0,NA
"94904",4,2019,"Gas- Commercial","Y",0,0,NA
"94904",6,2019,"Gas- Commercial","Y",0,0,NA
"94920",5,2019,"Gas- Commercial","Y",0,0,NA
"94925",4,2019,"Gas- Commercial","N",165,46152,280
"94925",6,2019,"Gas- Commercial","N",165,36727,223
"94928",5,2019,"Gas- Commercial","Y",0,0,NA
"94930",4,2019,"Gas- Commercial","Y",0,0,NA
"94930",6,2019,"Gas- Commercial","Y",0,0,NA
"94931",5,2019,"Gas- Commercial","Y",0,0,NA
"94939",4,2019,"Gas- Commercial","N",250,58211,233
"94939",6,2019,"Gas- Commercial","Y",371,70230,189
"94941",5,2019,"Gas- Commercial","Y",808,205722,255
"94945",4,2019,"Gas- Commercial","N",377,97066,257
"94945",6,2019,"Gas- Commercial","N",379,76475,202
"94947",5,2019,"Gas- Commercial","Y",0,0,NA
"94949",4,2019,"Gas- Commercial","Y",763,221979,291
"94949",6,2019,"Gas- Commercial","Y",756,146696,194
"94951",5,2019,"Gas- Commercial","Y",0,0,NA
"94952",4,2019,"Gas- Commercial","Y",2219,561938,253
"94952",6,2019,"Gas- Commercial","Y",2662,571156,215
"94954",5,2019,"Gas- Commercial","Y",799,229611,287
"94960",4,2019,"Gas- Commercial","Y",423,86935,206
"94960",6,2019,"Gas- Commercial","Y",304,30044,99
"94965",5,2019,"Gas- Commercial","Y",0,0,NA
"95002",4,2019,"Gas- Commercial","Y",0,0,NA
"95002",6,2019,"Gas- Commercial","Y",0,0,NA
"95003",5,2019,"Gas- Commercial","Y",579,95541,165
"95004",4,2019,"Gas- Commercial","Y",0,0,NA
"95004",6,2019,"Gas- Commercial","Y",0,0,NA
"95005",5,2019,"Gas- Commercial","Y",0,0,NA
"95006",4,2019,"Gas- Commercial","N",76,6491,85
"95006",6,2019,"Gas- Commercial","Y",0,0,NA
"95008",5,2019,"Gas- Commercial","Y",1095,241012,220
"95010",4,2019,"Gas- Commercial","N",323,67691,210
"95010",6,2019,"Gas- Commercial","N",322,57678,179
"95012",5,2019,"Gas- Commercial","Y",167,33444,200
"95013",4,2019,"Gas- Commercial","Y",0,0,NA
"95013",6,2019,"Gas- Commercial","Y",0,0,NA
"95014",5,2019,"Gas- Commercial","Y",2342,829899,354
"95017",4,2019,"Gas- Commercial","Y",0,0,NA
"95017",6,2019,"Gas- Commercial","Y",0,0,NA
"95018",5,2019,"Gas- Commercial","Y",0,0,NA
"95019",4,2019,"Gas- Commercial","Y",0,0,NA
"95019",6,2019,"Gas- Commercial","Y",0,0,NA
"95020",5,2019,"Gas- Commercial","Y",1305,448577,344
"95023",4,2019,"Gas- Commercial","N",597,170290,285
"95023",6,2019,"Gas- Commercial","N",597,126805,212
"95030",5,2019,"Gas- Commercial","N",387,86360,223
"95032",4,2019,"Gas- Commercial","Y",0,0,NA
"95032",6,2019,"Gas- Commercial","N",383,92797,242
"95035",5,2019,"Gas- Commercial","Y",1383,716162,518
"95037",4,2019,"Gas- Commercial","Y",872,233388,268
"95037",6,2019,"Gas- Commercial","Y",876,175377,200
"95039",5,2019,"Gas- Commercial","Y",0,0,NA
"95043",4,2019,"Gas- Commercial","Y",0,0,NA
"95043",6,2019,"Gas- Commercial","Y",0,0,NA
"95045",5,2019,"Gas- Commercial","Y",0,0,NA
"95046",4,2019,"Gas- Commercial","Y",0,0,NA
"95046",6,2019,"Gas- Commercial","Y",0,0,NA
"95050",5,2019,"Gas- Commercial","Y",1295,564662,436
"95051",4,2019,"Gas- Commercial","Y",0,0,NA
"95051",6,2019,"Gas- Commercial","Y",0,0,NA
"95053",5,2019,"Gas- Commercial","Y",0,0,NA
"95054",4,2019,"Gas- Commercial","Y",1844,1638033,888
"95054",6,2019,"Gas- Commercial","Y",2149,1388834,646
"95060",5,2019,"Gas- Commercial","Y",1072,268407,250
"95062",4,2019,"Gas- Commercial","N",639,111820,175
"95062",6,2019,"Gas- Commercial","N",636,90736,143
"95064",5,2019,"Gas- Commercial","Y",0,0,NA
"95065",4,2019,"Gas- Commercial","Y",0,0,NA
"95065",6,2019,"Gas- Commercial","Y",0,0,NA
"95066",5,2019,"Gas- Commercial","Y",549,138820,253
"95070",4,2019,"Gas- Commercial","Y",0,0,NA
"95070",6,2019,"Gas- Commercial","Y",0,0,NA
"95073",5,2019,"Gas- Commercial","Y",0,0,NA
"95076",4,2019,"Gas- Commercial","Y",1193,356736,299
"95076",6,2019,"Gas- Commercial","Y",1024,264062,258
"95110",5,2019,"Gas- Commercial","Y",0,0,NA
"95111",4,2019,"Gas- Commercial","N",306,93432,305
"95111",6,2019,"Gas- Commercial","N",303,78969,261
"95112",5,2019,"Gas- Commercial","Y",2895,1243428,430
"95113",4,2019,"Gas- Commercial","Y",0,0,NA
"95113",6,2019,"Gas- Commercial","Y",0,0,NA
"95116",5,2019,"Gas- Commercial","Y",0,0,NA
"95117",4,2019,"Gas- Commercial","N",124,27921,225
"95117",6,2019,"Gas- Commercial","N",126,21379,170
"95118",5,2019,"Gas- Commercial","Y",0,0,NA
"95119",4,2019,"Gas- Commercial","Y",0,0,NA
"95119",6,2019,"Gas- Commercial","Y",0,0,NA
"95120",5,2019,"Gas- Commercial","Y",0,0,NA
"95121",4,2019,"Gas- Commercial","Y",266,111547,419
"95121",6,2019,"Gas- Commercial","N",165,60064,364
"95122",5,2019,"Gas- Commercial","Y",0,0,NA
"95123",4,2019,"Gas- Commercial","Y",801,238661,298
"95123",6,2019,"Gas- Commercial","Y",668,164409,246
"95124",5,2019,"Gas- Commercial","Y",709,171088,241
"95125",4,2019,"Gas- Commercial","N",732,114163,156
"95125",6,2019,"Gas- Commercial","N",732,88469,121
"95126",5,2019,"Gas- Commercial","N",571,151738,266
"95127",4,2019,"Gas- Commercial","N",262,80998,309
"95127",6,2019,"Gas- Commercial","Y",0,0,NA
"95128",5,2019,"Gas- Commercial","N",568,155533,274
"95129",4,2019,"Gas- Commercial","Y",0,0,NA
"95129",6,2019,"Gas- Commercial","Y",0,0,NA
"95130",5,2019,"Gas- Commercial","Y",0,0,NA
"95131",4,2019,"Gas- Commercial","N",928,232639,251
"95131",6,2019,"Gas- Commercial","Y",0,0,NA
"95132",5,2019,"Gas- Commercial","Y",0,0,NA
"95133",4,2019,"Gas- Commercial","Y",0,0,NA
"95133",6,2019,"Gas- Commercial","Y",0,0,NA
"95134",5,2019,"Gas- Commercial","Y",0,0,NA
"95135",4,2019,"Gas- Commercial","Y",0,0,NA
"95135",6,2019,"Gas- Commercial","Y",0,0,NA
"95136",5,2019,"Gas- Commercial","N",176,39253,223
"95138",4,2019,"Gas- Commercial","Y",168,135428,806
"95138",6,2019,"Gas- Commercial","Y",168,99742,594
"95139",5,2019,"Gas- Commercial","Y",0,0,NA
"95148",4,2019,"Gas- Commercial","Y",0,0,NA
"95148",6,2019,"Gas- Commercial","N",99,31986,323
"95192",5,2019,"Gas- Commercial","Y",0,0,NA
"95202",4,2019,"Gas- Commercial","Y",0,0,NA
"95202",6,2019,"Gas- Commercial","Y",0,0,NA
"95203",5,2019,"Gas- Commercial","Y",0,0,NA
"95204",4,2019,"Gas- Commercial","Y",0,0,NA
"95204",6,2019,"Gas- Commercial","Y",0,0,NA
"95205",5,2019,"Gas- Commercial","Y",1332,348215,261
"95206",4,2019,"Gas- Commercial","Y",540,232997,431
"95206",6,2019,"Gas- Commercial","Y",773,236316,306
"95207",5,2019,"Gas- Commercial","Y",2006,463486,231
"95209",4,2019,"Gas- Commercial","N",192,38446,200
"95209",6,2019,"Gas- Commercial","N",192,26352,137
"95210",5,2019,"Gas- Commercial","Y",0,0,NA
"95211",4,2019,"Gas- Commercial","Y",0,0,NA
"95211",6,2019,"Gas- Commercial","Y",0,0,NA
"95212",5,2019,"Gas- Commercial","N",128,18638,146
"95215",4,2019,"Gas- Commercial","Y",0,0,NA
"95215",6,2019,"Gas- Commercial","Y",0,0,NA
"95219",5,2019,"Gas- Commercial","N",293,58307,199
"95220",4,2019,"Gas- Commercial","Y",0,0,NA
"95220",6,2019,"Gas- Commercial","Y",0,0,NA
"95231",5,2019,"Gas- Commercial","Y",0,0,NA
"95236",4,2019,"Gas- Commercial","Y",0,0,NA
"95236",6,2019,"Gas- Commercial","Y",0,0,NA
"95237",5,2019,"Gas- Commercial","Y",0,0,NA
"95240",4,2019,"Gas- Commercial","Y",2108,551981,262
"95240",6,2019,"Gas- Commercial","Y",2100,414480,197
"95242",5,2019,"Gas- Commercial","Y",434,109123,251
"95249",4,2019,"Gas- Commercial","Y",0,0,NA
"95249",6,2019,"Gas- Commercial","Y",0,0,NA
"95252",5,2019,"Gas- Commercial","Y",0,0,NA
"95258",4,2019,"Gas- Commercial","Y",0,0,NA
"95258",6,2019,"Gas- Commercial","Y",0,0,NA
"95301",5,2019,"Gas- Commercial","Y",0,0,NA
"95304",4,2019,"Gas- Commercial","Y",0,0,NA
"95304",6,2019,"Gas- Commercial","Y",0,0,NA
"95307",5,2019,"Gas- Commercial","Y",0,0,NA
"95310",4,2019,"Gas- Commercial","Y",0,0,NA
"95310",6,2019,"Gas- Commercial","Y",0,0,NA
"95313",5,2019,"Gas- Commercial","Y",0,0,NA
"95315",4,2019,"Gas- Commercial","Y",0,0,NA
"95315",6,2019,"Gas- Commercial","Y",0,0,NA
"95316",5,2019,"Gas- Commercial","Y",0,0,NA
"95320",4,2019,"Gas- Commercial","Y",0,0,NA
"95320",6,2019,"Gas- Commercial","Y",0,0,NA
"95322",5,2019,"Gas- Commercial","Y",0,0,NA
"95323",4,2019,"Gas- Commercial","Y",0,0,NA
"95323",6,2019,"Gas- Commercial","Y",0,0,NA
"95324",5,2019,"Gas- Commercial","Y",0,0,NA
"95326",4,2019,"Gas- Commercial","Y",0,0,NA
"95326",6,2019,"Gas- Commercial","Y",0,0,NA
"95328",5,2019,"Gas- Commercial","Y",0,0,NA
"95330",4,2019,"Gas- Commercial","Y",0,0,NA
"95330",6,2019,"Gas- Commercial","Y",0,0,NA
"95333",5,2019,"Gas- Commercial","Y",0,0,NA
"95334",4,2019,"Gas- Commercial","Y",0,0,NA
"95334",6,2019,"Gas- Commercial","Y",0,0,NA
"95336",5,2019,"Gas- Commercial","Y",0,0,NA
"95337",4,2019,"Gas- Commercial","Y",0,0,NA
"95337",6,2019,"Gas- Commercial","Y",0,0,NA
"95340",5,2019,"Gas- Commercial","Y",0,0,NA
"95341",4,2019,"Gas- Commercial","Y",0,0,NA
"95341",6,2019,"Gas- Commercial","Y",0,0,NA
"95348",5,2019,"Gas- Commercial","Y",0,0,NA
"95350",4,2019,"Gas- Commercial","Y",10560,3013368,285
"95350",6,2019,"Gas- Commercial","Y",12126,2815624,232
"95351",5,2019,"Gas- Commercial","Y",0,0,NA
"95354",4,2019,"Gas- Commercial","Y",0,0,NA
"95354",6,2019,"Gas- Commercial","Y",0,0,NA
"95355",5,2019,"Gas- Commercial","Y",0,0,NA
"95356",4,2019,"Gas- Commercial","Y",0,0,NA
"95356",6,2019,"Gas- Commercial","Y",0,0,NA
"95357",5,2019,"Gas- Commercial","Y",0,0,NA
"95358",4,2019,"Gas- Commercial","Y",0,0,NA
"95358",6,2019,"Gas- Commercial","Y",0,0,NA
"95360",5,2019,"Gas- Commercial","Y",0,0,NA
"95361",4,2019,"Gas- Commercial","Y",0,0,NA
"95361",6,2019,"Gas- Commercial","Y",0,0,NA
"95363",5,2019,"Gas- Commercial","Y",0,0,NA
"95365",4,2019,"Gas- Commercial","Y",0,0,NA
"95365",6,2019,"Gas- Commercial","Y",0,0,NA
"95366",5,2019,"Gas- Commercial","Y",0,0,NA
"95367",4,2019,"Gas- Commercial","Y",0,0,NA
"95367",6,2019,"Gas- Commercial","Y",0,0,NA
"95368",5,2019,"Gas- Commercial","Y",0,0,NA
"95376",4,2019,"Gas- Commercial","N",669,133025,199
"95376",6,2019,"Gas- Commercial","Y",0,0,NA
"95377",5,2019,"Gas- Commercial","Y",0,0,NA
"95380",4,2019,"Gas- Commercial","Y",0,0,NA
"95380",6,2019,"Gas- Commercial","Y",0,0,NA
"95382",5,2019,"Gas- Commercial","Y",0,0,NA
"95385",4,2019,"Gas- Commercial","Y",0,0,NA
"95385",6,2019,"Gas- Commercial","Y",0,0,NA
"95386",5,2019,"Gas- Commercial","Y",0,0,NA
"95388",4,2019,"Gas- Commercial","Y",0,0,NA
"95388",6,2019,"Gas- Commercial","Y",0,0,NA
"95391",5,2019,"Gas- Commercial","Y",0,0,NA
"95401",4,2019,"Gas- Commercial","Y",0,0,NA
"95401",6,2019,"Gas- Commercial","Y",0,0,NA
"95403",5,2019,"Gas- Commercial","Y",1190,322881,271
"95404",4,2019,"Gas- Commercial","Y",2487,668002,269
"95404",6,2019,"Gas- Commercial","Y",0,0,NA
"95405",5,2019,"Gas- Commercial","Y",0,0,NA
"95407",4,2019,"Gas- Commercial","Y",0,0,NA
"95407",6,2019,"Gas- Commercial","Y",0,0,NA
"95409",5,2019,"Gas- Commercial","Y",0,0,NA
"95425",4,2019,"Gas- Commercial","Y",0,0,NA
"95425",6,2019,"Gas- Commercial","Y",0,0,NA
"95436",5,2019,"Gas- Commercial","N",57,4136,73
"95439",4,2019,"Gas- Commercial","Y",0,0,NA
"95439",6,2019,"Gas- Commercial","Y",0,0,NA
"95441",5,2019,"Gas- Commercial","Y",0,0,NA
"95442",4,2019,"Gas- Commercial","Y",0,0,NA
"95442",6,2019,"Gas- Commercial","Y",0,0,NA
"95444",5,2019,"Gas- Commercial","Y",0,0,NA
"95448",4,2019,"Gas- Commercial","Y",668,166634,249
"95448",6,2019,"Gas- Commercial","Y",728,114266,157
"95449",5,2019,"Gas- Commercial","Y",0,0,NA
"95452",4,2019,"Gas- Commercial","Y",0,0,NA
"95452",6,2019,"Gas- Commercial","Y",0,0,NA
"95470",5,2019,"Gas- Commercial","Y",0,0,NA
"95472",4,2019,"Gas- Commercial","Y",0,0,NA
"95472",6,2019,"Gas- Commercial","Y",0,0,NA
"95476",5,2019,"Gas- Commercial","N",702,150138,214
"95482",4,2019,"Gas- Commercial","Y",1148,211428,184
"95482",6,2019,"Gas- Commercial","Y",1138,121946,107
"95490",5,2019,"Gas- Commercial","Y",0,0,NA
"95492",4,2019,"Gas- Commercial","Y",0,0,NA
"95492",6,2019,"Gas- Commercial","Y",0,0,NA
"95501",5,2019,"Gas- Commercial","Y",1884,435470,231
"95503",4,2019,"Gas- Commercial","N",263,56846,216
"95503",6,2019,"Gas- Commercial","N",265,36253,137
