"ZIPCODE","MONTH","YEAR","CUSTOMERCLASS","COMBINED","TOTALCUSTOMERS","TOTALTHM","AVERAGETHM"
"95687",11,2019,"Gas- Residential","N",21998,792005,36
"95688",10,2019,"Gas- Residential","N",11638,239282,21
"95688",12,2019,"Gas- Residential","N",11625,788670,68
"95690",11,2019,"Gas- Residential","Y",0,0,NA
"95691",10,2019,"Gas- Residential","N",11996,280980,23
"95691",12,2019,"Gas- Residential","N",12033,818208,68
"95692",11,2019,"Gas- Residential","N",1356,60121,44
"95694",10,2019,"Gas- Residential","N",2251,44707,20
"95694",12,2019,"Gas- Residential","N",2264,139617,62
"95695",11,2019,"Gas- Residential","N",11886,516936,43
"95697",10,2019,"Gas- Residential","N",138,3054,22
"95697",12,2019,"Gas- Residential","N",139,8958,64
"95698",11,2019,"Gas- Residential","Y",0,0,NA
"95722",10,2019,"Gas- Residential","Y",222,13724,62
"95722",12,2019,"Gas- Residential","Y",225,40434,180
"95742",11,2019,"Gas- Residential","N",4600,181785,40
"95746",10,2019,"Gas- Residential","N",7068,281346,40
"95746",12,2019,"Gas- Residential","N",7054,870558,123
"95747",11,2019,"Gas- Residential","N",25208,1085370,43
"95757",10,2019,"Gas- Residential","N",14545,328394,23
"95757",12,2019,"Gas- Residential","N",14642,1063518,73
"95758",11,2019,"Gas- Residential","N",21260,920779,43
"95762",10,2019,"Gas- Residential","N",14262,403669,28
"95762",12,2019,"Gas- Residential","N",14284,1392606,97
"95765",11,2019,"Gas- Residential","N",14084,564257,40
"95776",10,2019,"Gas- Residential","N",7552,146717,19
"95776",12,2019,"Gas- Residential","N",7596,468509,62
"95811",11,2019,"Gas- Residential","N",2441,67102,27
"95814",10,2019,"Gas- Residential","N",2047,71535,35
"95814",12,2019,"Gas- Residential","N",2060,146528,71
"95815",11,2019,"Gas- Residential","N",7312,302518,41
"95816",10,2019,"Gas- Residential","N",8057,172004,21
"95816",12,2019,"Gas- Residential","N",7989,442644,55
"95817",11,2019,"Gas- Residential","N",5413,212290,39
"95818",10,2019,"Gas- Residential","N",9474,235579,25
"95818",12,2019,"Gas- Residential","N",9501,636803,67
"95819",11,2019,"Gas- Residential","N",7412,404432,55
"95820",10,2019,"Gas- Residential","N",11963,283446,24
"95820",12,2019,"Gas- Residential","N",11900,762793,64
"95821",11,2019,"Gas- Residential","N",12234,614005,50
"95822",10,2019,"Gas- Residential","N",14384,457332,32
"95822",12,2019,"Gas- Residential","N",14350,1136162,79
"95823",11,2019,"Gas- Residential","N",18045,793779,44
"95824",10,2019,"Gas- Residential","N",7417,207564,28
"95824",12,2019,"Gas- Residential","N",7398,448258,61
"95825",11,2019,"Gas- Residential","N",7954,400299,50
"95826",10,2019,"Gas- Residential","N",11858,289563,24
"95826",12,2019,"Gas- Residential","N",11839,750571,63
"95827",11,2019,"Gas- Residential","N",4168,220785,53
"95828",10,2019,"Gas- Residential","N",14376,346154,24
"95828",12,2019,"Gas- Residential","N",14312,955731,67
"95829",11,2019,"Gas- Residential","Y",8613,415397,48
"95830",10,2019,"Gas- Residential","Y",0,0,NA
"95830",12,2019,"Gas- Residential","Y",0,0,NA
"95831",11,2019,"Gas- Residential","N",13828,703447,51
"95832",10,2019,"Gas- Residential","N",2868,90234,31
"95832",12,2019,"Gas- Residential","N",2854,203335,71
"95833",11,2019,"Gas- Residential","N",9904,412497,42
"95834",10,2019,"Gas- Residential","N",10196,209158,21
"95834",12,2019,"Gas- Residential","N",10236,548862,54
"95835",11,2019,"Gas- Residential","Y",14331,590216,41
"95837",10,2019,"Gas- Residential","Y",0,0,NA
"95837",12,2019,"Gas- Residential","Y",0,0,NA
"95838",11,2019,"Gas- Residential","N",10211,395901,39
"95841",10,2019,"Gas- Residential","N",6846,157042,23
"95841",12,2019,"Gas- Residential","N",6792,408727,60
"95842",11,2019,"Gas- Residential","N",8574,328047,38
"95843",10,2019,"Gas- Residential","N",14308,321849,22
"95843",12,2019,"Gas- Residential","N",14319,977065,68
"95864",11,2019,"Gas- Residential","N",9200,649420,71
"95901",10,2019,"Gas- Residential","N",9695,218979,23
"95901",12,2019,"Gas- Residential","N",9710,594083,61
"95912",11,2019,"Gas- Residential","N",1032,38433,37
"95917",10,2019,"Gas- Residential","N",811,21911,27
"95917",12,2019,"Gas- Residential","N",811,54342,67
"95920",11,2019,"Gas- Residential","Y",0,0,NA
"95926",10,2019,"Gas- Residential","N",15038,350944,23
"95926",12,2019,"Gas- Residential","N",15038,874428,58
"95928",11,2019,"Gas- Residential","N",13285,493691,37
"95932",10,2019,"Gas- Residential","N",2422,56393,23
"95932",12,2019,"Gas- Residential","N",2420,169578,70
"95937",11,2019,"Gas- Residential","Y",230,8223,36
"95938",10,2019,"Gas- Residential","N",1116,31319,28
"95938",12,2019,"Gas- Residential","N",1110,83274,75
"95943",11,2019,"Gas- Residential","Y",0,0,NA
"95945",10,2019,"Gas- Residential","N",6425,215866,34
"95945",12,2019,"Gas- Residential","N",6418,473581,74
"95946",11,2019,"Gas- Residential","Y",277,21488,78
"95948",10,2019,"Gas- Residential","N",3459,92386,27
"95948",12,2019,"Gas- Residential","N",3453,227263,66
"95949",11,2019,"Gas- Residential","N",357,21670,61
"95951",10,2019,"Gas- Residential","Y",725,19110,26
"95951",12,2019,"Gas- Residential","Y",726,42143,58
"95953",11,2019,"Gas- Residential","N",3092,137218,44
"95955",10,2019,"Gas- Residential","N",335,7081,21
"95955",12,2019,"Gas- Residential","N",335,21695,65
"95957",11,2019,"Gas- Residential","N",149,6628,44
"95959",10,2019,"Gas- Residential","Y",2858,162560,57
"95959",12,2019,"Gas- Residential","Y",2857,302536,106
"95960",11,2019,"Gas- Residential","Y",0,0,NA
"95961",10,2019,"Gas- Residential","N",8024,169402,21
"95961",12,2019,"Gas- Residential","N",8096,464273,57
"95963",11,2019,"Gas- Residential","N",3218,104017,32
"95965",10,2019,"Gas- Residential","N",4971,111238,22
"95965",12,2019,"Gas- Residential","N",4966,295110,59
"95966",11,2019,"Gas- Residential","N",5728,234674,41
"95968",10,2019,"Gas- Residential","N",438,11009,25
"95968",12,2019,"Gas- Residential","N",439,25717,59
"95969",11,2019,"Gas- Residential","N",1322,56670,43
"95970",10,2019,"Gas- Residential","Y",162,4033,25
"95970",12,2019,"Gas- Residential","Y",159,10993,69
"95973",11,2019,"Gas- Residential","N",11672,449110,38
"95974",10,2019,"Gas- Residential","N",107,3255,30
"95974",12,2019,"Gas- Residential","N",107,8275,77
"95975",11,2019,"Gas- Residential","Y",0,0,NA
"95982",10,2019,"Gas- Residential","N",1093,20892,19
"95982",12,2019,"Gas- Residential","N",1093,66733,61
"95987",11,2019,"Gas- Residential","N",1478,52287,35
"95988",10,2019,"Gas- Residential","N",2846,58248,20
"95988",12,2019,"Gas- Residential","N",2837,164830,58
"95991",11,2019,"Gas- Residential","N",13612,573710,42
"95993",10,2019,"Gas- Residential","N",11356,296389,26
"95993",12,2019,"Gas- Residential","N",11339,848507,75
"96001",11,2019,"Gas- Residential","Y",8623,380646,44
"96002",10,2019,"Gas- Residential","N",9407,238368,25
"96002",12,2019,"Gas- Residential","N",9415,745050,79
"96003",11,2019,"Gas- Residential","N",11076,468162,42
"96007",10,2019,"Gas- Residential","Y",4850,114246,24
"96007",12,2019,"Gas- Residential","Y",4852,309135,64
"96013",11,2019,"Gas- Residential","N",1562,98065,63
"96019",10,2019,"Gas- Residential","N",2939,72099,25
"96019",12,2019,"Gas- Residential","N",2918,197374,68
"96021",11,2019,"Gas- Residential","N",2785,96019,34
"96022",10,2019,"Gas- Residential","N",1400,33363,24
"96022",12,2019,"Gas- Residential","N",1404,97735,70
"96028",11,2019,"Gas- Residential","N",348,24450,70
"96035",10,2019,"Gas- Residential","N",413,8537,21
"96035",12,2019,"Gas- Residential","N",418,21021,50
"96056",11,2019,"Gas- Residential","N",104,7477,72
"96076",10,2019,"Gas- Residential","Y",0,0,NA
"96076",12,2019,"Gas- Residential","Y",0,0,NA
"96080",11,2019,"Gas- Residential","N",6960,278298,40
"96087",10,2019,"Gas- Residential","Y",0,0,NA
"96087",12,2019,"Gas- Residential","Y",0,0,NA
"96088",11,2019,"Gas- Residential","Y",0,0,NA
"96090",10,2019,"Gas- Residential","N",152,3719,24
"96090",12,2019,"Gas- Residential","N",153,9368,61
"92304",1,2020,"Gas- Commercial","Y",0,0,NA
"92304",3,2020,"Gas- Commercial","Y",0,0,NA
"92365",2,2020,"Gas- Commercial","Y",0,0,NA
"93203",1,2020,"Gas- Commercial","Y",0,0,NA
"93203",3,2020,"Gas- Commercial","Y",0,0,NA
"93204",2,2020,"Gas- Commercial","Y",0,0,NA
"93210",1,2020,"Gas- Commercial","Y",0,0,NA
"93210",3,2020,"Gas- Commercial","Y",0,0,NA
"93224",2,2020,"Gas- Commercial","Y",0,0,NA
"93234",1,2020,"Gas- Commercial","Y",0,0,NA
"93234",3,2020,"Gas- Commercial","Y",0,0,NA
"93239",2,2020,"Gas- Commercial","Y",0,0,NA
"93252",1,2020,"Gas- Commercial","Y",0,0,NA
"93252",3,2020,"Gas- Commercial","Y",0,0,NA
"93263",2,2020,"Gas- Commercial","Y",0,0,NA
"93268",1,2020,"Gas- Commercial","Y",0,0,NA
"93268",3,2020,"Gas- Commercial","Y",0,0,NA
"93301",2,2020,"Gas- Commercial","N",1148,253914,221
"93304",1,2020,"Gas- Commercial","N",604,195002,323
"93304",3,2020,"Gas- Commercial","N",601,116071,193
"93305",2,2020,"Gas- Commercial","N",475,116010,244
"93306",1,2020,"Gas- Commercial","N",368,189395,515
"93306",3,2020,"Gas- Commercial","N",372,110579,297
"93307",2,2020,"Gas- Commercial","Y",679,230007,339
"93308",1,2020,"Gas- Commercial","Y",487,192444,395
"93308",3,2020,"Gas- Commercial","Y",485,113208,233
"93309",2,2020,"Gas- Commercial","N",385,107950,280
"93311",1,2020,"Gas- Commercial","Y",0,0,NA
"93311",3,2020,"Gas- Commercial","Y",0,0,NA
"93313",2,2020,"Gas- Commercial","Y",918,349670,381
"93314",1,2020,"Gas- Commercial","Y",0,0,NA
"93314",3,2020,"Gas- Commercial","Y",0,0,NA
"93432",2,2020,"Gas- Commercial","Y",0,0,NA
"93446",1,2020,"Gas- Commercial","Y",0,0,NA
"93446",3,2020,"Gas- Commercial","Y",0,0,NA
"93450",2,2020,"Gas- Commercial","Y",0,0,NA
"93461",1,2020,"Gas- Commercial","Y",0,0,NA
"93461",3,2020,"Gas- Commercial","Y",0,0,NA
"93516",2,2020,"Gas- Commercial","Y",0,0,NA
"93523",1,2020,"Gas- Commercial","Y",0,0,NA
"93523",3,2020,"Gas- Commercial","Y",0,0,NA
"93555",2,2020,"Gas- Commercial","Y",616,188406,306
"93561",1,2020,"Gas- Commercial","Y",0,0,NA
"93561",3,2020,"Gas- Commercial","Y",0,0,NA
"93562",2,2020,"Gas- Commercial","Y",0,0,NA
"93608",1,2020,"Gas- Commercial","Y",0,0,NA
"93608",3,2020,"Gas- Commercial","Y",0,0,NA
"93610",2,2020,"Gas- Commercial","Y",0,0,NA
"93611",1,2020,"Gas- Commercial","Y",0,0,NA
"93611",3,2020,"Gas- Commercial","Y",0,0,NA
"93612",2,2020,"Gas- Commercial","Y",0,0,NA
"93616",1,2020,"Gas- Commercial","Y",0,0,NA
"93616",3,2020,"Gas- Commercial","Y",0,0,NA
"93619",2,2020,"Gas- Commercial","Y",0,0,NA
"93620",1,2020,"Gas- Commercial","Y",0,0,NA
"93620",3,2020,"Gas- Commercial","Y",0,0,NA
"93622",2,2020,"Gas- Commercial","Y",0,0,NA
"93625",1,2020,"Gas- Commercial","Y",0,0,NA
"93625",3,2020,"Gas- Commercial","Y",0,0,NA
"93627",2,2020,"Gas- Commercial","Y",0,0,NA
"93630",1,2020,"Gas- Commercial","Y",0,0,NA
"93630",3,2020,"Gas- Commercial","Y",0,0,NA
"93631",2,2020,"Gas- Commercial","Y",0,0,NA
"93635",1,2020,"Gas- Commercial","Y",583,221294,380
"93635",3,2020,"Gas- Commercial","Y",704,196348,279
"93636",2,2020,"Gas- Commercial","Y",0,0,NA
"93637",1,2020,"Gas- Commercial","Y",819,555716,679
"93637",3,2020,"Gas- Commercial","Y",660,369232,559
"93638",2,2020,"Gas- Commercial","N",313,96246,307
"93640",1,2020,"Gas- Commercial","Y",0,0,NA
"93640",3,2020,"Gas- Commercial","Y",0,0,NA
"93650",2,2020,"Gas- Commercial","N",127,27575,217
"93657",1,2020,"Gas- Commercial","Y",0,0,NA
"93657",3,2020,"Gas- Commercial","Y",0,0,NA
"93660",2,2020,"Gas- Commercial","Y",0,0,NA
"93662",1,2020,"Gas- Commercial","Y",0,0,NA
"93662",3,2020,"Gas- Commercial","Y",463,141646,306
"93668",2,2020,"Gas- Commercial","Y",0,0,NA
"93701",1,2020,"Gas- Commercial","Y",0,0,NA
"93701",3,2020,"Gas- Commercial","Y",0,0,NA
"93702",2,2020,"Gas- Commercial","Y",0,0,NA
"93703",1,2020,"Gas- Commercial","Y",933,308793,331
"93703",3,2020,"Gas- Commercial","Y",924,213307,231
"93704",2,2020,"Gas- Commercial","Y",0,0,NA
"93705",1,2020,"Gas- Commercial","Y",0,0,NA
"93705",3,2020,"Gas- Commercial","Y",0,0,NA
"93706",2,2020,"Gas- Commercial","Y",0,0,NA
"93710",1,2020,"Gas- Commercial","Y",0,0,NA
"93710",3,2020,"Gas- Commercial","Y",0,0,NA
"93711",2,2020,"Gas- Commercial","Y",1191,249910,210
"93720",1,2020,"Gas- Commercial","Y",1962,907051,462
"93720",3,2020,"Gas- Commercial","Y",1073,306476,286
"93721",2,2020,"Gas- Commercial","Y",0,0,NA
"93722",1,2020,"Gas- Commercial","Y",1092,468613,429
"93722",3,2020,"Gas- Commercial","Y",3387,1697950,501
"93723",2,2020,"Gas- Commercial","Y",0,0,NA
"93725",1,2020,"Gas- Commercial","Y",0,0,NA
"93725",3,2020,"Gas- Commercial","Y",0,0,NA
"93726",2,2020,"Gas- Commercial","Y",1024,335757,328
"93727",1,2020,"Gas- Commercial","Y",1863,947930,509
"93727",3,2020,"Gas- Commercial","Y",1391,385928,277
"93728",2,2020,"Gas- Commercial","Y",0,0,NA
"93730",1,2020,"Gas- Commercial","Y",0,0,NA
"93730",3,2020,"Gas- Commercial","Y",0,0,NA
"93737",2,2020,"Gas- Commercial","Y",0,0,NA
"93740",1,2020,"Gas- Commercial","Y",0,0,NA
"93740",3,2020,"Gas- Commercial","Y",0,0,NA
"93741",2,2020,"Gas- Commercial","Y",0,0,NA
"93901",1,2020,"Gas- Commercial","Y",9451,5034254,533
"93901",3,2020,"Gas- Commercial","Y",0,0,NA
"93905",2,2020,"Gas- Commercial","Y",0,0,NA
"93906",1,2020,"Gas- Commercial","Y",0,0,NA
"93906",3,2020,"Gas- Commercial","Y",0,0,NA
"93907",2,2020,"Gas- Commercial","Y",0,0,NA
"93908",1,2020,"Gas- Commercial","N",122,632702,5186
"93908",3,2020,"Gas- Commercial","Y",0,0,NA
"93921",2,2020,"Gas- Commercial","N",163,53629,329
"93923",1,2020,"Gas- Commercial","Y",0,0,NA
"93923",3,2020,"Gas- Commercial","Y",439,161707,368
"93924",2,2020,"Gas- Commercial","Y",0,0,NA
"93925",1,2020,"Gas- Commercial","Y",0,0,NA
"93925",3,2020,"Gas- Commercial","Y",0,0,NA
"93926",2,2020,"Gas- Commercial","Y",0,0,NA
"93927",1,2020,"Gas- Commercial","Y",0,0,NA
"93927",3,2020,"Gas- Commercial","Y",0,0,NA
"93930",2,2020,"Gas- Commercial","Y",538,243701,453
"93933",1,2020,"Gas- Commercial","Y",0,0,NA
"93933",3,2020,"Gas- Commercial","Y",0,0,NA
"93940",2,2020,"Gas- Commercial","Y",0,0,NA
"93944",1,2020,"Gas- Commercial","Y",0,0,NA
"93944",3,2020,"Gas- Commercial","Y",0,0,NA
"93950",2,2020,"Gas- Commercial","Y",0,0,NA
"93953",1,2020,"Gas- Commercial","Y",0,0,NA
"93953",3,2020,"Gas- Commercial","Y",0,0,NA
"93955",2,2020,"Gas- Commercial","Y",0,0,NA
"93960",1,2020,"Gas- Commercial","Y",0,0,NA
"93960",3,2020,"Gas- Commercial","Y",0,0,NA
"94002",2,2020,"Gas- Commercial","Y",0,0,NA
"94005",1,2020,"Gas- Commercial","Y",0,0,NA
"94005",3,2020,"Gas- Commercial","Y",0,0,NA
"94010",2,2020,"Gas- Commercial","N",826,432630,524
"94014",1,2020,"Gas- Commercial","Y",551,373381,678
"94014",3,2020,"Gas- Commercial","Y",0,0,NA
"94015",2,2020,"Gas- Commercial","Y",0,0,NA
"94019",1,2020,"Gas- Commercial","Y",0,0,NA
"94019",3,2020,"Gas- Commercial","Y",0,0,NA
"94022",2,2020,"Gas- Commercial","Y",0,0,NA
"94024",1,2020,"Gas- Commercial","Y",0,0,NA
"94024",3,2020,"Gas- Commercial","Y",0,0,NA
"94025",2,2020,"Gas- Commercial","Y",1084,952533,879
"94027",1,2020,"Gas- Commercial","Y",0,0,NA
"94027",3,2020,"Gas- Commercial","Y",0,0,NA
"94028",2,2020,"Gas- Commercial","Y",0,0,NA
"94030",1,2020,"Gas- Commercial","Y",275,217138,790
"94030",3,2020,"Gas- Commercial","Y",276,162615,589
"94038",2,2020,"Gas- Commercial","Y",0,0,NA
"94040",1,2020,"Gas- Commercial","Y",0,0,NA
"94040",3,2020,"Gas- Commercial","Y",0,0,NA
"94041",2,2020,"Gas- Commercial","Y",0,0,NA
"94043",1,2020,"Gas- Commercial","Y",1931,2310281,1196
"94043",3,2020,"Gas- Commercial","Y",0,0,NA
"94044",2,2020,"Gas- Commercial","Y",317,93592,295
"94061",1,2020,"Gas- Commercial","Y",0,0,NA
"94061",3,2020,"Gas- Commercial","Y",0,0,NA
"94062",2,2020,"Gas- Commercial","Y",227,129034,568
"94063",1,2020,"Gas- Commercial","N",1046,752111,719
"94063",3,2020,"Gas- Commercial","N",1039,578089,556
"94065",2,2020,"Gas- Commercial","Y",0,0,NA
"94066",1,2020,"Gas- Commercial","N",432,245743,569
"94066",3,2020,"Gas- Commercial","N",429,178760,417
"94070",2,2020,"Gas- Commercial","N",950,224104,236
"94080",1,2020,"Gas- Commercial","N",1084,1472285,1358
"94080",3,2020,"Gas- Commercial","Y",1629,1535475,943
"94085",2,2020,"Gas- Commercial","Y",0,0,NA
"94086",1,2020,"Gas- Commercial","N",372,311913,838
"94086",3,2020,"Gas- Commercial","Y",0,0,NA
"94087",2,2020,"Gas- Commercial","Y",0,0,NA
"94089",1,2020,"Gas- Commercial","Y",0,0,NA
"94089",3,2020,"Gas- Commercial","Y",0,0,NA
"94102",2,2020,"Gas- Commercial","N",495,359516,726
"94103",1,2020,"Gas- Commercial","N",1156,586454,507
"94103",3,2020,"Gas- Commercial","N",1153,458464,398
"94104",2,2020,"Gas- Commercial","Y",0,0,NA
"94105",1,2020,"Gas- Commercial","N",186,399798,2149
"94105",3,2020,"Gas- Commercial","N",190,324278,1707
"94107",2,2020,"Gas- Commercial","Y",810,539776,666
"94108",1,2020,"Gas- Commercial","N",475,249928,526
"94108",3,2020,"Gas- Commercial","N",472,165309,350
"94109",2,2020,"Gas- Commercial","N",695,321014,462
"94110",1,2020,"Gas- Commercial","Y",2031,716143,353
"94110",3,2020,"Gas- Commercial","N",1093,255406,234
"94111",2,2020,"Gas- Commercial","Y",326,427146,1310
"94112",1,2020,"Gas- Commercial","Y",722,273622,379
"94112",3,2020,"Gas- Commercial","Y",1171,569048,486
"94114",2,2020,"Gas- Commercial","Y",941,278422,296
"94115",1,2020,"Gas- Commercial","N",482,268892,558
"94115",3,2020,"Gas- Commercial","N",482,214733,446
"94116",2,2020,"Gas- Commercial","Y",0,0,NA
"94117",1,2020,"Gas- Commercial","Y",0,0,NA
"94117",3,2020,"Gas- Commercial","N",394,115229,292
"94118",2,2020,"Gas- Commercial","Y",631,290049,460
"94121",1,2020,"Gas- Commercial","Y",0,0,NA
"94121",3,2020,"Gas- Commercial","Y",0,0,NA
"94122",2,2020,"Gas- Commercial","Y",1171,314301,268
"94123",1,2020,"Gas- Commercial","N",497,151216,304
"94123",3,2020,"Gas- Commercial","N",498,104002,209
"94124",2,2020,"Gas- Commercial","Y",867,254929,294
"94127",1,2020,"Gas- Commercial","Y",0,0,NA
"94127",3,2020,"Gas- Commercial","Y",0,0,NA
"94128",2,2020,"Gas- Commercial","Y",0,0,NA
"94129",1,2020,"Gas- Commercial","Y",0,0,NA
"94129",3,2020,"Gas- Commercial","Y",0,0,NA
"94131",2,2020,"Gas- Commercial","Y",0,0,NA
"94132",1,2020,"Gas- Commercial","Y",0,0,NA
"94132",3,2020,"Gas- Commercial","Y",0,0,NA
"94133",2,2020,"Gas- Commercial","N",607,235111,387
"94134",1,2020,"Gas- Commercial","Y",0,0,NA
"94134",3,2020,"Gas- Commercial","Y",0,0,NA
"94158",2,2020,"Gas- Commercial","Y",0,0,NA
"94303",1,2020,"Gas- Commercial","Y",0,0,NA
"94303",3,2020,"Gas- Commercial","Y",0,0,NA
"94304",2,2020,"Gas- Commercial","Y",0,0,NA
"94305",1,2020,"Gas- Commercial","Y",0,0,NA
"94305",3,2020,"Gas- Commercial","Y",0,0,NA
"94306",2,2020,"Gas- Commercial","Y",0,0,NA
"94401",1,2020,"Gas- Commercial","Y",1910,1526555,799
"94401",3,2020,"Gas- Commercial","Y",0,0,NA
"94402",2,2020,"Gas- Commercial","N",284,176124,620
"94403",1,2020,"Gas- Commercial","Y",0,0,NA
"94403",3,2020,"Gas- Commercial","Y",0,0,NA
"94404",2,2020,"Gas- Commercial","Y",0,0,NA
"94501",1,2020,"Gas- Commercial","N",753,359495,477
"94501",3,2020,"Gas- Commercial","N",750,253335,338
"94502",2,2020,"Gas- Commercial","Y",0,0,NA
"94503",1,2020,"Gas- Commercial","Y",0,0,NA
"94503",3,2020,"Gas- Commercial","Y",0,0,NA
"94505",2,2020,"Gas- Commercial","Y",0,0,NA
"94506",1,2020,"Gas- Commercial","Y",150,110085,734
"94506",3,2020,"Gas- Commercial","N",93,53700,577
"94507",2,2020,"Gas- Commercial","Y",0,0,NA
"94508",1,2020,"Gas- Commercial","Y",0,0,NA
"94508",3,2020,"Gas- Commercial","Y",0,0,NA
"94509",2,2020,"Gas- Commercial","Y",0,0,NA
"94510",1,2020,"Gas- Commercial","N",543,184105,339
"94510",3,2020,"Gas- Commercial","N",542,120117,222
"94513",2,2020,"Gas- Commercial","Y",950,233257,246
"94514",1,2020,"Gas- Commercial","Y",0,0,NA
"94514",3,2020,"Gas- Commercial","Y",0,0,NA
"94515",2,2020,"Gas- Commercial","Y",0,0,NA
"94517",1,2020,"Gas- Commercial","Y",0,0,NA
"94517",3,2020,"Gas- Commercial","Y",0,0,NA
"94518",2,2020,"Gas- Commercial","Y",0,0,NA
"94519",1,2020,"Gas- Commercial","Y",476,163722,344
"94519",3,2020,"Gas- Commercial","Y",0,0,NA
"94520",2,2020,"Gas- Commercial","Y",5289,2137352,404
"94521",1,2020,"Gas- Commercial","Y",0,0,NA
"94521",3,2020,"Gas- Commercial","Y",0,0,NA
"94523",2,2020,"Gas- Commercial","Y",0,0,NA
"94525",1,2020,"Gas- Commercial","Y",0,0,NA
"94525",3,2020,"Gas- Commercial","Y",0,0,NA
"94526",2,2020,"Gas- Commercial","Y",0,0,NA
"94528",1,2020,"Gas- Commercial","Y",0,0,NA
"94528",3,2020,"Gas- Commercial","Y",0,0,NA
"94530",2,2020,"Gas- Commercial","N",343,78412,229
"94531",1,2020,"Gas- Commercial","Y",0,0,NA
"94531",3,2020,"Gas- Commercial","Y",0,0,NA
"94533",2,2020,"Gas- Commercial","Y",870,429542,494
"94534",1,2020,"Gas- Commercial","N",355,246563,695
"94534",3,2020,"Gas- Commercial","N",357,171520,480
"94535",2,2020,"Gas- Commercial","Y",0,0,NA
"94536",1,2020,"Gas- Commercial","Y",0,0,NA
"94536",3,2020,"Gas- Commercial","Y",0,0,NA
"94538",2,2020,"Gas- Commercial","N",1369,902226,659
"94539",1,2020,"Gas- Commercial","Y",506,250212,494
"94539",3,2020,"Gas- Commercial","N",495,169975,343
"94541",2,2020,"Gas- Commercial","N",725,169991,234
"94542",1,2020,"Gas- Commercial","Y",0,0,NA
"94542",3,2020,"Gas- Commercial","Y",0,0,NA
"94544",2,2020,"Gas- Commercial","Y",769,274853,357
"94545",1,2020,"Gas- Commercial","N",1219,630954,518
"94545",3,2020,"Gas- Commercial","Y",2145,717104,334
"94546",2,2020,"Gas- Commercial","Y",792,264158,334
"94547",1,2020,"Gas- Commercial","Y",0,0,NA
"94547",3,2020,"Gas- Commercial","Y",0,0,NA
"94549",2,2020,"Gas- Commercial","Y",0,0,NA
"94550",1,2020,"Gas- Commercial","N",676,374815,554
"94550",3,2020,"Gas- Commercial","Y",0,0,NA
"94551",2,2020,"Gas- Commercial","Y",1559,939523,603
"94552",1,2020,"Gas- Commercial","Y",0,0,NA
"94552",3,2020,"Gas- Commercial","Y",0,0,NA
"94553",2,2020,"Gas- Commercial","Y",0,0,NA
"94555",1,2020,"Gas- Commercial","Y",0,0,NA
"94555",3,2020,"Gas- Commercial","Y",0,0,NA
"94556",2,2020,"Gas- Commercial","Y",0,0,NA
"94558",1,2020,"Gas- Commercial","Y",995,647519,651
"94558",3,2020,"Gas- Commercial","Y",996,415359,417
"94559",2,2020,"Gas- Commercial","Y",1180,436040,370
"94560",1,2020,"Gas- Commercial","Y",720,563000,782
"94560",3,2020,"Gas- Commercial","Y",720,406551,565
"94561",2,2020,"Gas- Commercial","Y",0,0,NA
"94563",1,2020,"Gas- Commercial","Y",0,0,NA
"94563",3,2020,"Gas- Commercial","Y",0,0,NA
"94564",2,2020,"Gas- Commercial","Y",0,0,NA
"94565",1,2020,"Gas- Commercial","Y",0,0,NA
"94565",3,2020,"Gas- Commercial","Y",0,0,NA
"94566",2,2020,"Gas- Commercial","N",743,256172,345
"94568",1,2020,"Gas- Commercial","Y",1693,1290379,762
"94568",3,2020,"Gas- Commercial","Y",1690,879277,520
"94569",2,2020,"Gas- Commercial","Y",0,0,NA
"94571",1,2020,"Gas- Commercial","Y",164,38526,235
"94571",3,2020,"Gas- Commercial","Y",0,0,NA
"94572",2,2020,"Gas- Commercial","Y",0,0,NA
"94574",1,2020,"Gas- Commercial","Y",307,207119,675
"94574",3,2020,"Gas- Commercial","Y",308,147186,478
"94576",2,2020,"Gas- Commercial","Y",0,0,NA
"94577",1,2020,"Gas- Commercial","Y",2009,993028,494
"94577",3,2020,"Gas- Commercial","Y",3293,1170315,355
"94578",2,2020,"Gas- Commercial","Y",561,180498,322
"94579",1,2020,"Gas- Commercial","Y",0,0,NA
"94579",3,2020,"Gas- Commercial","Y",0,0,NA
"94580",2,2020,"Gas- Commercial","Y",0,0,NA
"94582",1,2020,"Gas- Commercial","Y",0,0,NA
"94582",3,2020,"Gas- Commercial","Y",0,0,NA
"94583",2,2020,"Gas- Commercial","Y",0,0,NA
"94585",1,2020,"Gas- Commercial","N",230,88962,387
"94585",3,2020,"Gas- Commercial","N",231,57248,248
"94586",2,2020,"Gas- Commercial","Y",0,0,NA
"94587",1,2020,"Gas- Commercial","Y",1114,668404,600
"94587",3,2020,"Gas- Commercial","Y",1115,452924,406
"94588",2,2020,"Gas- Commercial","Y",0,0,NA
"94589",1,2020,"Gas- Commercial","Y",0,0,NA
"94589",3,2020,"Gas- Commercial","Y",0,0,NA
"94590",2,2020,"Gas- Commercial","Y",985,308608,313
"94591",1,2020,"Gas- Commercial","Y",460,237874,517
"94591",3,2020,"Gas- Commercial","Y",0,0,NA
"94595",2,2020,"Gas- Commercial","Y",0,0,NA
"94596",1,2020,"Gas- Commercial","Y",833,476772,572
"94596",3,2020,"Gas- Commercial","Y",829,333265,402
