"ZIPCODE","MONTH","YEAR","CUSTOMERCLASS","COMBINED","TOTALCUSTOMERS","TOTALKWH","AVERAGEKWH"
"95365",2,2019,"Elec- Residential","N",1254,521698,416
"95366",1,2019,"Elec- Residential","N",4553,2770705,609
"95366",3,2019,"Elec- Residential","N",4546,2155940,474
"95367",2,2019,"Elec- Residential","Y",5389,2773745,515
"95369",1,2019,"Elec- Residential","N",368,311400,846
"95369",3,2019,"Elec- Residential","N",368,253260,688
"95370",2,2019,"Elec- Residential","N",12424,9253470,745
"95372",1,2019,"Elec- Residential","N",753,550260,731
"95372",3,2019,"Elec- Residential","N",754,498253,661
"95374",2,2019,"Elec- Residential","N",543,578761,1066
"95375",1,2019,"Elec- Residential","N",405,120717,298
"95375",3,2019,"Elec- Residential","N",405,111993,277
"95376",2,2019,"Elec- Residential","N",16842,8009230,476
"95377",1,2019,"Elec- Residential","N",9142,5673885,621
"95377",3,2019,"Elec- Residential","N",9170,4458453,486
"95379",2,2019,"Elec- Residential","N",1699,1244255,732
"95383",1,2019,"Elec- Residential","N",2873,1596578,556
"95383",3,2019,"Elec- Residential","N",2869,1515454,528
"95385",2,2019,"Elec- Residential","Y",0,0,NA
"95386",1,2019,"Elec- Residential","Y",0,0,NA
"95386",3,2019,"Elec- Residential","Y",0,0,NA
"95387",2,2019,"Elec- Residential","N",327,148492,454
"95388",1,2019,"Elec- Residential","Y",3382,2104428,622
"95388",3,2019,"Elec- Residential","Y",3381,1635146,484
"95389",2,2019,"Elec- Residential","N",434,228375,526
"95391",1,2019,"Elec- Residential","Y",0,0,NA
"95391",3,2019,"Elec- Residential","Y",0,0,NA
"95401",2,2019,"Elec- Residential","N",13077,6587545,504
"95403",1,2019,"Elec- Residential","N",13383,7125804,532
"95403",3,2019,"Elec- Residential","N",13570,6389306,471
"95404",2,2019,"Elec- Residential","N",14133,7653864,542
"95405",1,2019,"Elec- Residential","N",9017,4481509,497
"95405",3,2019,"Elec- Residential","N",9024,3918089,434
"95407",2,2019,"Elec- Residential","N",11211,6474693,578
"95409",1,2019,"Elec- Residential","N",11541,6297229,546
"95409",3,2019,"Elec- Residential","N",11527,5530514,480
"95410",2,2019,"Elec- Residential","N",436,376349,863
"95412",1,2019,"Elec- Residential","Y",148,131127,886
"95412",3,2019,"Elec- Residential","Y",147,126474,860
"95415",2,2019,"Elec- Residential","N",540,405016,750
"95417",1,2019,"Elec- Residential","Y",0,0,NA
"95417",3,2019,"Elec- Residential","Y",0,0,NA
"95419",2,2019,"Elec- Residential","N",243,198718,818
"95420",1,2019,"Elec- Residential","N",139,97010,698
"95420",3,2019,"Elec- Residential","N",140,88026,629
"95421",2,2019,"Elec- Residential","N",865,527656,610
"95422",1,2019,"Elec- Residential","N",7199,6613297,919
"95422",3,2019,"Elec- Residential","N",7161,5988937,836
"95423",2,2019,"Elec- Residential","N",2354,1957268,831
"95425",1,2019,"Elec- Residential","N",4222,2480655,588
"95425",3,2019,"Elec- Residential","N",4212,2189724,520
"95426",2,2019,"Elec- Residential","N",1142,845877,741
"95427",1,2019,"Elec- Residential","N",115,96916,843
"95427",3,2019,"Elec- Residential","N",115,94601,823
"95428",2,2019,"Elec- Residential","N",796,827442,1040
"95429",1,2019,"Elec- Residential","Y",0,0,NA
"95429",3,2019,"Elec- Residential","Y",0,0,NA
"95432",2,2019,"Elec- Residential","N",190,117476,618
"95435",1,2019,"Elec- Residential","N",139,124335,894
"95435",3,2019,"Elec- Residential","N",140,113147,808
"95436",2,2019,"Elec- Residential","N",2465,1726574,700
"95437",1,2019,"Elec- Residential","N",6126,4416543,721
"95437",3,2019,"Elec- Residential","N",6130,4080886,666
"95439",2,2019,"Elec- Residential","N",237,164681,695
"95441",1,2019,"Elec- Residential","N",771,654284,849
"95441",3,2019,"Elec- Residential","N",771,576362,748
"95442",2,2019,"Elec- Residential","N",1499,1086044,725
"95443",1,2019,"Elec- Residential","N",161,123614,768
"95443",3,2019,"Elec- Residential","N",162,127131,785
"95444",2,2019,"Elec- Residential","N",275,166934,607
"95445",1,2019,"Elec- Residential","N",1263,927482,734
"95445",3,2019,"Elec- Residential","N",1260,904928,718
"95446",2,2019,"Elec- Residential","N",2913,2022984,694
"95448",1,2019,"Elec- Residential","N",2564,2378171,928
"95448",3,2019,"Elec- Residential","N",2563,2021851,789
"95449",2,2019,"Elec- Residential","N",543,419970,773
"95450",1,2019,"Elec- Residential","N",331,201793,610
"95450",3,2019,"Elec- Residential","N",333,185593,557
"95451",2,2019,"Elec- Residential","N",5184,4684591,904
"95452",1,2019,"Elec- Residential","N",630,531801,844
"95452",3,2019,"Elec- Residential","N",634,466681,736
"95453",2,2019,"Elec- Residential","N",4804,4351589,906
"95454",1,2019,"Elec- Residential","Y",794,707197,891
"95454",3,2019,"Elec- Residential","Y",797,794299,997
"95456",2,2019,"Elec- Residential","N",327,298418,913
"95457",1,2019,"Elec- Residential","N",1327,1261825,951
"95457",3,2019,"Elec- Residential","N",1314,1164346,886
"95458",2,2019,"Elec- Residential","N",1562,1407264,901
"95459",1,2019,"Elec- Residential","N",369,195613,530
"95459",3,2019,"Elec- Residential","N",370,268380,725
"95460",2,2019,"Elec- Residential","N",1288,940173,730
"95461",1,2019,"Elec- Residential","N",1058,859062,812
"95461",3,2019,"Elec- Residential","N",1058,811517,767
"95462",2,2019,"Elec- Residential","N",940,658496,701
"95464",1,2019,"Elec- Residential","N",1300,1124842,865
"95464",3,2019,"Elec- Residential","N",1292,1003758,777
"95465",2,2019,"Elec- Residential","N",588,595318,1012
"95466",1,2019,"Elec- Residential","N",404,301818,747
"95466",3,2019,"Elec- Residential","N",404,289652,717
"95467",2,2019,"Elec- Residential","N",2414,1868667,774
"95468",1,2019,"Elec- Residential","N",542,371133,685
"95468",3,2019,"Elec- Residential","N",538,356119,662
"95469",2,2019,"Elec- Residential","N",623,604846,971
"95470",1,2019,"Elec- Residential","N",1987,1723991,868
"95470",3,2019,"Elec- Residential","N",1988,1673351,842
"95471",2,2019,"Elec- Residential","N",455,314536,691
"95472",1,2019,"Elec- Residential","N",6443,5566447,864
"95472",3,2019,"Elec- Residential","N",6505,4850224,746
"95476",2,2019,"Elec- Residential","N",14415,8152313,566
"95480",1,2019,"Elec- Residential","Y",0,0,NA
"95480",3,2019,"Elec- Residential","Y",0,0,NA
"95482",2,2019,"Elec- Residential","N",5018,3834889,764
"95485",1,2019,"Elec- Residential","Y",1047,907612,867
"95485",3,2019,"Elec- Residential","Y",1048,835832,798
"95486",2,2019,"Elec- Residential","N",142,63698,449
"95488",1,2019,"Elec- Residential","Y",195,131133,672
"95488",3,2019,"Elec- Residential","Y",198,136796,691
"95490",2,2019,"Elec- Residential","N",4956,3580934,723
"95492",1,2019,"Elec- Residential","N",9106,5453669,599
"95492",3,2019,"Elec- Residential","N",9123,4705904,516
"95493",2,2019,"Elec- Residential","Y",0,0,NA
"95494",1,2019,"Elec- Residential","N",121,96599,798
"95494",3,2019,"Elec- Residential","N",119,81310,683
"95497",2,2019,"Elec- Residential","N",1775,848746,478
"95501",1,2019,"Elec- Residential","N",9774,4376633,448
"95501",3,2019,"Elec- Residential","N",9766,4055778,415
"95503",2,2019,"Elec- Residential","N",9411,5386430,572
"95511",1,2019,"Elec- Residential","Y",156,190882,1224
"95511",3,2019,"Elec- Residential","Y",159,248487,1563
"95514",2,2019,"Elec- Residential","Y",0,0,NA
"95518",1,2019,"Elec- Residential","N",347,371743,1071
"95518",3,2019,"Elec- Residential","N",347,387445,1117
"95519",2,2019,"Elec- Residential","N",6705,4151103,619
"95521",1,2019,"Elec- Residential","Y",8062,3971012,493
"95521",3,2019,"Elec- Residential","Y",8070,3795484,470
"95524",2,2019,"Elec- Residential","N",678,498418,735
"95525",1,2019,"Elec- Residential","N",746,437451,586
"95525",3,2019,"Elec- Residential","N",746,416963,559
"95526",2,2019,"Elec- Residential","N",482,253013,525
"95527",1,2019,"Elec- Residential","Y",373,266072,713
"95527",3,2019,"Elec- Residential","Y",372,266213,716
"95528",2,2019,"Elec- Residential","N",450,439326,976
"95536",1,2019,"Elec- Residential","N",1184,889018,751
"95536",3,2019,"Elec- Residential","N",1187,824368,694
"95537",2,2019,"Elec- Residential","N",158,78551,497
"95540",1,2019,"Elec- Residential","N",5390,3056292,567
"95540",3,2019,"Elec- Residential","N",5396,2878474,533
"95542",2,2019,"Elec- Residential","N",828,1070138,1292
"95546",1,2019,"Elec- Residential","N",932,748128,803
"95546",3,2019,"Elec- Residential","N",933,669759,718
"95547",2,2019,"Elec- Residential","N",499,369427,740
"95549",1,2019,"Elec- Residential","Y",331,430595,1301
"95549",3,2019,"Elec- Residential","Y",331,447858,1353
"95550",2,2019,"Elec- Residential","Y",0,0,NA
"95551",1,2019,"Elec- Residential","N",643,449820,700
"95551",3,2019,"Elec- Residential","N",643,458394,713
"95552",2,2019,"Elec- Residential","Y",187,108952,583
"95553",1,2019,"Elec- Residential","N",298,379071,1272
"95553",3,2019,"Elec- Residential","N",296,385068,1301
"95554",2,2019,"Elec- Residential","N",225,286156,1272
"95555",1,2019,"Elec- Residential","N",168,131363,782
"95555",3,2019,"Elec- Residential","N",168,129974,774
"95556",2,2019,"Elec- Residential","Y",273,148678,545
"95558",1,2019,"Elec- Residential","N",168,134971,803
"95558",3,2019,"Elec- Residential","N",168,167400,996
"95560",2,2019,"Elec- Residential","N",604,752776,1246
"95562",1,2019,"Elec- Residential","N",1320,782989,593
"95562",3,2019,"Elec- Residential","N",1325,772440,583
"95563",2,2019,"Elec- Residential","N",322,203117,631
"95564",1,2019,"Elec- Residential","Y",0,0,NA
"95564",3,2019,"Elec- Residential","Y",0,0,NA
"95565",2,2019,"Elec- Residential","N",268,158049,590
"95568",1,2019,"Elec- Residential","Y",0,0,NA
"95568",3,2019,"Elec- Residential","Y",0,0,NA
"95569",2,2019,"Elec- Residential","N",118,93097,789
"95570",1,2019,"Elec- Residential","N",1164,1262781,1085
"95570",3,2019,"Elec- Residential","N",1162,1233844,1062
"95571",2,2019,"Elec- Residential","N",131,119053,909
"95573",1,2019,"Elec- Residential","N",984,888826,903
"95573",3,2019,"Elec- Residential","N",975,853420,875
"95585",2,2019,"Elec- Residential","Y",253,223581,884
"95587",1,2019,"Elec- Residential","Y",0,0,NA
"95587",3,2019,"Elec- Residential","Y",0,0,NA
"95589",2,2019,"Elec- Residential","N",127,193762,1526
"95595",1,2019,"Elec- Residential","Y",0,0,NA
"95595",3,2019,"Elec- Residential","Y",0,0,NA
"95601",2,2019,"Elec- Residential","N",155,121590,784
"95602",1,2019,"Elec- Residential","N",7044,5664043,804
"95602",3,2019,"Elec- Residential","N",7050,4845365,687
"95603",2,2019,"Elec- Residential","N",11287,6844684,606
"95605",1,2019,"Elec- Residential","Y",4984,2305739,463
"95605",3,2019,"Elec- Residential","Y",4986,1917172,385
"95606",2,2019,"Elec- Residential","Y",231,180205,780
"95607",1,2019,"Elec- Residential","N",163,142038,871
"95607",3,2019,"Elec- Residential","N",162,132831,820
"95612",2,2019,"Elec- Residential","N",443,378098,853
"95613",1,2019,"Elec- Residential","N",187,137689,736
"95613",3,2019,"Elec- Residential","N",187,114011,610
"95614",2,2019,"Elec- Residential","N",1646,1255057,762
"95615",1,2019,"Elec- Residential","Y",0,0,NA
"95615",3,2019,"Elec- Residential","Y",0,0,NA
"95616",2,2019,"Elec- Residential","N",17553,7750352,442
"95618",1,2019,"Elec- Residential","N",9555,4489230,470
"95618",3,2019,"Elec- Residential","N",9553,3613629,378
"95619",2,2019,"Elec- Residential","N",1960,1533302,782
"95620",1,2019,"Elec- Residential","N",7077,3912745,553
"95620",3,2019,"Elec- Residential","N",7081,3133889,443
"95623",2,2019,"Elec- Residential","N",1692,1600054,946
"95625",1,2019,"Elec- Residential","N",106,73342,692
"95625",3,2019,"Elec- Residential","N",106,63825,602
"95626",2,2019,"Elec- Residential","Y",241,245153,1017
"95627",1,2019,"Elec- Residential","Y",1251,780521,624
"95627",3,2019,"Elec- Residential","Y",1251,619529,495
"95629",2,2019,"Elec- Residential","N",424,318780,752
"95630",1,2019,"Elec- Residential","Y",0,0,NA
"95630",3,2019,"Elec- Residential","Y",0,0,NA
"95631",2,2019,"Elec- Residential","N",2336,2160092,925
"95632",1,2019,"Elec- Residential","N",345,303192,879
"95632",3,2019,"Elec- Residential","N",346,238507,689
"95633",2,2019,"Elec- Residential","N",1247,1023495,821
"95634",1,2019,"Elec- Residential","N",1341,1030744,769
"95634",3,2019,"Elec- Residential","N",1339,986868,737
"95635",2,2019,"Elec- Residential","N",469,368642,786
"95636",1,2019,"Elec- Residential","N",621,384482,619
"95636",3,2019,"Elec- Residential","N",621,376214,606
"95637",2,2019,"Elec- Residential","N",164,142819,871
"95640",1,2019,"Elec- Residential","N",3213,2030164,632
"95640",3,2019,"Elec- Residential","N",3225,1626884,504
"95641",2,2019,"Elec- Residential","N",844,589935,699
"95642",1,2019,"Elec- Residential","N",3307,1960534,593
"95642",3,2019,"Elec- Residential","N",3295,1682270,511
"95645",2,2019,"Elec- Residential","N",466,384304,825
"95648",1,2019,"Elec- Residential","N",20639,11077557,537
"95648",3,2019,"Elec- Residential","N",20636,8430808,409
"95650",2,2019,"Elec- Residential","N",4793,3959101,826
"95651",1,2019,"Elec- Residential","N",346,303127,876
"95651",3,2019,"Elec- Residential","N",345,257532,746
"95653",2,2019,"Elec- Residential","N",155,139556,900
"95656",1,2019,"Elec- Residential","N",262,246100,939
"95656",3,2019,"Elec- Residential","N",259,233619,902
"95658",2,2019,"Elec- Residential","N",2366,2163518,914
"95659",1,2019,"Elec- Residential","N",284,219459,773
"95659",3,2019,"Elec- Residential","N",280,183123,654
"95660",2,2019,"Elec- Residential","Y",0,0,NA
"95661",1,2019,"Elec- Residential","N",105,97062,924
"95661",3,2019,"Elec- Residential","N",106,80939,764
"95663",2,2019,"Elec- Residential","N",1093,905113,828
"95664",1,2019,"Elec- Residential","N",577,509628,883
"95664",3,2019,"Elec- Residential","N",581,445204,766
"95665",2,2019,"Elec- Residential","N",2169,1759307,811
"95666",1,2019,"Elec- Residential","N",3486,2191447,629
"95666",3,2019,"Elec- Residential","N",3488,2149731,616
"95667",2,2019,"Elec- Residential","N",14893,12686486,852
"95668",1,2019,"Elec- Residential","N",297,273030,919
"95668",3,2019,"Elec- Residential","N",296,233286,788
"95669",2,2019,"Elec- Residential","N",1067,835067,783
"95672",1,2019,"Elec- Residential","N",1729,1629945,943
"95672",3,2019,"Elec- Residential","N",1724,1311803,761
"95674",2,2019,"Elec- Residential","N",251,197904,788
"95675",1,2019,"Elec- Residential","N",180,154657,859
"95675",3,2019,"Elec- Residential","N",180,133979,744
"95676",2,2019,"Elec- Residential","N",134,131783,983
"95677",1,2019,"Elec- Residential","N",10210,5817209,570
"95677",3,2019,"Elec- Residential","N",10246,4590960,448
"95679",2,2019,"Elec- Residential","Y",0,0,NA
"95681",1,2019,"Elec- Residential","N",481,356714,742
"95681",3,2019,"Elec- Residential","N",481,288568,600
"95682",2,2019,"Elec- Residential","N",11379,10736055,943
"95684",1,2019,"Elec- Residential","N",1530,1203092,786
"95684",3,2019,"Elec- Residential","N",1540,1116613,725
"95685",2,2019,"Elec- Residential","N",2206,1392756,631
"95686",1,2019,"Elec- Residential","N",385,306857,797
"95686",3,2019,"Elec- Residential","N",385,226054,587
"95687",2,2019,"Elec- Residential","N",22422,10044680,448
"95688",1,2019,"Elec- Residential","N",13936,8450223,606
"95688",3,2019,"Elec- Residential","N",13963,6891765,494
"95689",2,2019,"Elec- Residential","N",715,512588,717
"95690",1,2019,"Elec- Residential","Y",636,577302,908
"95690",3,2019,"Elec- Residential","Y",637,473760,744
"95691",2,2019,"Elec- Residential","Y",13250,6539641,494
"95692",1,2019,"Elec- Residential","Y",1833,1072164,585
"95692",3,2019,"Elec- Residential","Y",1829,868049,475
"95694",2,2019,"Elec- Residential","N",3256,1794390,551
"95695",1,2019,"Elec- Residential","N",14227,7515388,528
"95695",3,2019,"Elec- Residential","N",14206,6045913,426
"95697",2,2019,"Elec- Residential","N",162,78023,482
"95698",1,2019,"Elec- Residential","Y",0,0,NA
"95698",3,2019,"Elec- Residential","Y",0,0,NA
"95701",2,2019,"Elec- Residential","N",494,315590,639
"95703",1,2019,"Elec- Residential","N",628,551918,879
"95703",3,2019,"Elec- Residential","N",629,498858,793
"95709",2,2019,"Elec- Residential","N",2018,1683012,834
"95713",1,2019,"Elec- Residential","N",3724,3199914,859
"95713",3,2019,"Elec- Residential","N",3720,3027378,814
"95714",2,2019,"Elec- Residential","N",239,142385,596
"95715",1,2019,"Elec- Residential","N",156,82239,527
"95715",3,2019,"Elec- Residential","N",156,77842,499
"95717",2,2019,"Elec- Residential","N",103,80942,786
"95720",1,2019,"Elec- Residential","N",422,84232,200
"95720",3,2019,"Elec- Residential","N",420,74607,178
"95721",2,2019,"Elec- Residential","N",269,36432,135
"95722",1,2019,"Elec- Residential","N",1777,1599291,900
"95722",3,2019,"Elec- Residential","N",1784,1402523,786
"95724",2,2019,"Elec- Residential","Y",0,0,NA
"95726",1,2019,"Elec- Residential","N",4067,3047560,749
"95726",3,2019,"Elec- Residential","N",4060,3042027,749
"95728",2,2019,"Elec- Residential","Y",1606,854133,532
"95735",1,2019,"Elec- Residential","N",601,92083,153
"95735",3,2019,"Elec- Residential","N",600,86911,145
"95736",2,2019,"Elec- Residential","N",137,101544,741
"95746",1,2019,"Elec- Residential","N",6731,6310467,938
"95746",3,2019,"Elec- Residential","N",6726,4995141,743
"95747",2,2019,"Elec- Residential","N",491,387806,790
"95762",1,2019,"Elec- Residential","Y",16222,11491568,708
"95762",3,2019,"Elec- Residential","Y",16267,8941548,550
"95765",2,2019,"Elec- Residential","N",13918,6316716,454
"95776",1,2019,"Elec- Residential","N",7711,3451927,448
"95776",3,2019,"Elec- Residential","N",7751,2722357,351
"95817",2,2019,"Elec- Residential","Y",0,0,NA
"95821",1,2019,"Elec- Residential","Y",0,0,NA
"95821",3,2019,"Elec- Residential","Y",0,0,NA
"95823",2,2019,"Elec- Residential","Y",0,0,NA
"95834",1,2019,"Elec- Residential","Y",0,0,NA
"95834",3,2019,"Elec- Residential","Y",0,0,NA
"95837",2,2019,"Elec- Residential","Y",0,0,NA
"95901",1,2019,"Elec- Residential","N",12393,6807481,549
"95901",3,2019,"Elec- Residential","N",12416,5649923,455
"95903",2,2019,"Elec- Residential","Y",0,0,NA
"95910",1,2019,"Elec- Residential","Y",0,0,NA
"95910",3,2019,"Elec- Residential","Y",0,0,NA
"95912",2,2019,"Elec- Residential","N",1550,907757,586
"95913",1,2019,"Elec- Residential","N",154,142737,927
"95913",3,2019,"Elec- Residential","N",152,107490,707
"95914",2,2019,"Elec- Residential","Y",510,416193,816
"95915",1,2019,"Elec- Residential","Y",0,0,NA
"95915",3,2019,"Elec- Residential","Y",0,0,NA
"95916",2,2019,"Elec- Residential","N",850,717665,844
"95917",1,2019,"Elec- Residential","N",507,413222,815
"95917",3,2019,"Elec- Residential","N",504,318851,633
"95918",2,2019,"Elec- Residential","N",956,722453,756
"95919",1,2019,"Elec- Residential","N",541,407626,753
"95919",3,2019,"Elec- Residential","N",538,398253,740
"95920",2,2019,"Elec- Residential","N",104,80093,770
"95922",1,2019,"Elec- Residential","Y",360,210547,585
"95922",3,2019,"Elec- Residential","Y",357,214426,601
"95923",2,2019,"Elec- Residential","Y",0,0,NA
"95925",1,2019,"Elec- Residential","N",125,90075,721
"95925",3,2019,"Elec- Residential","N",127,94179,742
"95926",2,2019,"Elec- Residential","N",15976,6885827,431
"95928",1,2019,"Elec- Residential","N",14905,7673375,515
"95928",3,2019,"Elec- Residential","N",14917,6230581,418
"95930",2,2019,"Elec- Residential","N",162,104061,642
"95932",1,2019,"Elec- Residential","N",2883,1654113,574
"95932",3,2019,"Elec- Residential","N",2879,1263064,439
"95934",2,2019,"Elec- Residential","N",128,80085,626
"95935",1,2019,"Elec- Residential","N",431,345289,801
"95935",3,2019,"Elec- Residential","N",429,331132,772
"95936",2,2019,"Elec- Residential","N",232,116519,502
"95937",1,2019,"Elec- Residential","N",509,357148,702
"95937",3,2019,"Elec- Residential","N",515,300361,583
"95938",2,2019,"Elec- Residential","N",1503,1018717,678
"95939",1,2019,"Elec- Residential","N",199,147203,740
"95939",3,2019,"Elec- Residential","N",195,126040,646
"95941",2,2019,"Elec- Residential","N",244,200795,823
"95942",1,2019,"Elec- Residential","N",980,631077,644
"95942",3,2019,"Elec- Residential","N",985,621512,631
"95943",2,2019,"Elec- Residential","N",307,250087,815
"95944",1,2019,"Elec- Residential","Y",0,0,NA
"95944",3,2019,"Elec- Residential","Y",0,0,NA
"95945",2,2019,"Elec- Residential","N",10809,6960926,644
"95946",1,2019,"Elec- Residential","N",4525,3510991,776
"95946",3,2019,"Elec- Residential","N",4514,3088288,684
"95947",2,2019,"Elec- Residential","N",1057,642962,608
"95948",1,2019,"Elec- Residential","N",1606,1114581,694
"95948",3,2019,"Elec- Residential","N",1608,847684,527
"95949",2,2019,"Elec- Residential","N",7989,7067677,885
"95950",1,2019,"Elec- Residential","N",137,113263,827
"95950",3,2019,"Elec- Residential","N",136,92955,683
"95951",2,2019,"Elec- Residential","N",756,309621,410
"95953",1,2019,"Elec- Residential","N",3436,1866420,543
"95953",3,2019,"Elec- Residential","N",3446,1486270,431
"95954",2,2019,"Elec- Residential","N",3202,2937445,917
"95955",1,2019,"Elec- Residential","N",519,371821,716
"95955",3,2019,"Elec- Residential","N",518,293853,567
"95956",2,2019,"Elec- Residential","N",264,163829,621
"95957",1,2019,"Elec- Residential","N",273,189984,696
"95957",3,2019,"Elec- Residential","N",274,154927,565
"95959",2,2019,"Elec- Residential","N",7520,5681058,755
"95960",1,2019,"Elec- Residential","N",300,260154,867
"95960",3,2019,"Elec- Residential","N",302,282384,935
"95961",2,2019,"Elec- Residential","N",8217,4180156,509
"95962",1,2019,"Elec- Residential","N",609,512063,841
"95962",3,2019,"Elec- Residential","N",607,455049,750
"95963",2,2019,"Elec- Residential","N",5739,3610842,629
"95965",1,2019,"Elec- Residential","N",6780,4205136,620
"95965",3,2019,"Elec- Residential","N",6798,3641166,536
"95966",2,2019,"Elec- Residential","N",11680,8406906,720
"95968",1,2019,"Elec- Residential","N",550,343647,625
"95968",3,2019,"Elec- Residential","N",549,297334,542
"95969",2,2019,"Elec- Residential","N",1444,714170,495
"95970",1,2019,"Elec- Residential","N",226,162773,720
"95970",3,2019,"Elec- Residential","N",228,122796,539
"95971",2,2019,"Elec- Residential","N",2300,1521059,661
"95972",1,2019,"Elec- Residential","Y",0,0,NA
"95972",3,2019,"Elec- Residential","Y",0,0,NA
"95973",2,2019,"Elec- Residential","N",14126,7352806,521
"95974",1,2019,"Elec- Residential","N",135,107725,798
"95974",3,2019,"Elec- Residential","N",137,83552,610
"95975",2,2019,"Elec- Residential","N",708,601636,850
"95977",1,2019,"Elec- Residential","N",680,574856,845
"95977",3,2019,"Elec- Residential","N",680,536426,789
"95978",2,2019,"Elec- Residential","N",137,98891,722
"95979",1,2019,"Elec- Residential","N",379,227240,600
"95979",3,2019,"Elec- Residential","N",377,205720,546
"95981",2,2019,"Elec- Residential","N",345,58412,169
"95982",1,2019,"Elec- Residential","N",1191,677186,569
"95982",3,2019,"Elec- Residential","N",1193,518086,434
"95983",2,2019,"Elec- Residential","N",272,195962,720
"95984",1,2019,"Elec- Residential","Y",157,92451,589
"95984",3,2019,"Elec- Residential","Y",156,86343,553
"95986",2,2019,"Elec- Residential","N",104,49990,481
"95987",1,2019,"Elec- Residential","N",1842,1049357,570
"95987",3,2019,"Elec- Residential","N",1847,782797,424
"95988",2,2019,"Elec- Residential","N",3514,1761856,501
"95991",1,2019,"Elec- Residential","N",14610,7116895,487
"95991",3,2019,"Elec- Residential","N",14614,5777859,395
"95993",2,2019,"Elec- Residential","N",12219,5764989,472
"96001",1,2019,"Elec- Residential","N",1261,1327149,1052
"96001",3,2019,"Elec- Residential","N",1267,1105241,872
"96002",2,2019,"Elec- Residential","N",1883,1543707,820
"96003",1,2019,"Elec- Residential","Y",4632,4371882,944
"96003",3,2019,"Elec- Residential","Y",4620,3757239,813
"96007",2,2019,"Elec- Residential","N",9129,5588745,612
"96008",1,2019,"Elec- Residential","N",348,294021,845
"96008",3,2019,"Elec- Residential","N",351,256993,732
"96009",2,2019,"Elec- Residential","N",148,107781,728
"96010",1,2019,"Elec- Residential","Y",0,0,NA
"96010",3,2019,"Elec- Residential","Y",0,0,NA
"96013",2,2019,"Elec- Residential","N",1790,908505,508
"96016",1,2019,"Elec- Residential","N",229,149617,653
"96016",3,2019,"Elec- Residential","N",228,136735,600
"96019",2,2019,"Elec- Residential","Y",0,0,NA
"96020",1,2019,"Elec- Residential","N",1659,878634,530
"96020",3,2019,"Elec- Residential","N",1657,846628,511
"96021",2,2019,"Elec- Residential","N",6045,4346305,719
"96022",1,2019,"Elec- Residential","N",6213,4960462,798
"96022",3,2019,"Elec- Residential","N",6200,4141606,668
"96028",2,2019,"Elec- Residential","N",710,459324,647
"96033",1,2019,"Elec- Residential","N",166,136974,825
"96033",3,2019,"Elec- Residential","N",163,115974,711
"96035",2,2019,"Elec- Residential","N",1115,796869,715
"96040",1,2019,"Elec- Residential","N",162,100548,621
"96040",3,2019,"Elec- Residential","N",163,94971,583
"96047",2,2019,"Elec- Residential","Y",319,184448,578
"96051",1,2019,"Elec- Residential","N",696,483783,695
"96051",3,2019,"Elec- Residential","N",693,434566,627
"96055",2,2019,"Elec- Residential","N",1506,1364286,906
"96056",1,2019,"Elec- Residential","N",675,509483,755
"96056",3,2019,"Elec- Residential","N",678,474616,700
"96059",2,2019,"Elec- Residential","N",288,191611,665
"96061",1,2019,"Elec- Residential","N",149,26410,177
"96061",3,2019,"Elec- Residential","N",149,24472,164
"96062",2,2019,"Elec- Residential","N",429,349746,815
"96063",1,2019,"Elec- Residential","N",299,53858,180
"96063",3,2019,"Elec- Residential","N",298,56466,189
"96065",2,2019,"Elec- Residential","N",195,95814,491
"96069",1,2019,"Elec- Residential","N",323,310427,961
"96069",3,2019,"Elec- Residential","N",321,305985,953
"96071",2,2019,"Elec- Residential","N",195,52368,269
"96073",1,2019,"Elec- Residential","N",1654,1683329,1018
"96073",3,2019,"Elec- Residential","N",1655,1307602,790
"96075",2,2019,"Elec- Residential","N",189,97965,518
"96076",1,2019,"Elec- Residential","Y",0,0,NA
"96076",3,2019,"Elec- Residential","Y",0,0,NA
"96080",2,2019,"Elec- Residential","N",11567,7029279,608
"96084",1,2019,"Elec- Residential","N",276,280829,1017
"96084",3,2019,"Elec- Residential","N",272,259666,955
"96087",2,2019,"Elec- Residential","N",220,169938,772
"96088",1,2019,"Elec- Residential","N",2360,1732903,734
"96088",3,2019,"Elec- Residential","N",2356,1666692,707
"96090",2,2019,"Elec- Residential","N",183,100259,548
"96092",1,2019,"Elec- Residential","N",169,179960,1065
"96092",3,2019,"Elec- Residential","N",169,150165,889
"96096",2,2019,"Elec- Residential","N",313,221999,709
"96125",1,2019,"Elec- Residential","N",426,109832,258
"96125",3,2019,"Elec- Residential","N",426,106572,250
"96137",2,2019,"Elec- Residential","N",2720,933208,343
"93101",4,2019,"Elec- Commercial","Y",0,0,NA
"93101",6,2019,"Elec- Commercial","Y",0,0,NA
"93105",5,2019,"Elec- Commercial","Y",0,0,NA
"93110",4,2019,"Elec- Commercial","Y",0,0,NA
"93110",6,2019,"Elec- Commercial","Y",0,0,NA
"93117",5,2019,"Elec- Commercial","Y",0,0,NA
"93203",4,2019,"Elec- Commercial","Y",451,4270294,9469
"93203",6,2019,"Elec- Commercial","N",360,3160283,8779
"93204",5,2019,"Elec- Commercial","Y",0,0,NA
"93206",4,2019,"Elec- Commercial","Y",0,0,NA
