"ZIPCODE","MONTH","YEAR","CUSTOMERCLASS","COMBINED","TOTALCUSTOMERS","TOTALKWH","AVERAGEKWH"
"96035",4,2019,"Elec- Residential","N",1115,591349,530
"96035",6,2019,"Elec- Residential","N",1118,872603,781
"96040",5,2019,"Elec- Residential","N",164,76538,467
"96047",4,2019,"Elec- Residential","Y",319,201199,631
"96047",6,2019,"Elec- Residential","Y",322,258737,804
"96051",5,2019,"Elec- Residential","N",695,349609,503
"96055",4,2019,"Elec- Residential","N",1509,941558,624
"96055",6,2019,"Elec- Residential","N",1512,1379003,912
"96056",5,2019,"Elec- Residential","N",673,375612,558
"96059",4,2019,"Elec- Residential","N",286,152013,532
"96059",6,2019,"Elec- Residential","N",285,179068,628
"96061",5,2019,"Elec- Residential","N",150,25137,168
"96062",4,2019,"Elec- Residential","N",429,256648,598
"96062",6,2019,"Elec- Residential","N",436,370766,850
"96063",5,2019,"Elec- Residential","N",297,53934,182
"96065",4,2019,"Elec- Residential","N",194,91829,473
"96065",6,2019,"Elec- Residential","N",196,87552,447
"96069",5,2019,"Elec- Residential","N",322,251892,782
"96071",4,2019,"Elec- Residential","N",192,51921,270
"96071",6,2019,"Elec- Residential","N",194,58231,300
"96073",5,2019,"Elec- Residential","N",1656,891062,538
"96075",4,2019,"Elec- Residential","N",192,87620,456
"96075",6,2019,"Elec- Residential","N",191,87097,456
"96076",5,2019,"Elec- Residential","Y",0,0,NA
"96080",4,2019,"Elec- Residential","N",11548,5222821,452
"96080",6,2019,"Elec- Residential","N",11555,9176469,794
"96084",5,2019,"Elec- Residential","N",275,232337,845
"96087",4,2019,"Elec- Residential","N",226,152910,677
"96087",6,2019,"Elec- Residential","N",228,193870,850
"96088",5,2019,"Elec- Residential","N",2357,1298947,551
"96090",4,2019,"Elec- Residential","N",185,84814,458
"96090",6,2019,"Elec- Residential","N",183,137599,752
"96092",5,2019,"Elec- Residential","N",168,124057,738
"96096",4,2019,"Elec- Residential","N",312,218998,702
"96096",6,2019,"Elec- Residential","N",311,221034,711
"96125",5,2019,"Elec- Residential","N",426,98033,230
"96137",4,2019,"Elec- Residential","N",2728,772341,283
"96137",6,2019,"Elec- Residential","N",2742,969592,354
"93101",7,2019,"Elec- Commercial","Y",0,0,NA
"93101",9,2019,"Elec- Commercial","Y",0,0,NA
"93105",8,2019,"Elec- Commercial","Y",0,0,NA
"93110",7,2019,"Elec- Commercial","Y",0,0,NA
"93110",9,2019,"Elec- Commercial","Y",0,0,NA
"93117",8,2019,"Elec- Commercial","Y",0,0,NA
"93203",7,2019,"Elec- Commercial","N",358,3479494,9719
"93203",9,2019,"Elec- Commercial","N",357,3149447,8822
"93204",8,2019,"Elec- Commercial","Y",0,0,NA
"93206",7,2019,"Elec- Commercial","Y",0,0,NA
"93206",9,2019,"Elec- Commercial","Y",0,0,NA
"93210",8,2019,"Elec- Commercial","Y",908,9540060,10507
"93212",7,2019,"Elec- Commercial","Y",0,0,NA
"93212",9,2019,"Elec- Commercial","Y",0,0,NA
"93219",8,2019,"Elec- Commercial","Y",0,0,NA
"93224",7,2019,"Elec- Commercial","Y",0,0,NA
"93224",9,2019,"Elec- Commercial","Y",0,0,NA
"93225",8,2019,"Elec- Commercial","Y",0,0,NA
"93230",7,2019,"Elec- Commercial","Y",0,0,NA
"93230",9,2019,"Elec- Commercial","Y",0,0,NA
"93234",8,2019,"Elec- Commercial","Y",0,0,NA
"93239",7,2019,"Elec- Commercial","Y",0,0,NA
"93239",9,2019,"Elec- Commercial","Y",0,0,NA
"93241",8,2019,"Elec- Commercial","Y",0,0,NA
"93242",7,2019,"Elec- Commercial","Y",0,0,NA
"93242",9,2019,"Elec- Commercial","Y",0,0,NA
"93243",8,2019,"Elec- Commercial","Y",87,2236357,25705
"93245",7,2019,"Elec- Commercial","Y",1417,7422630,5238
"93245",9,2019,"Elec- Commercial","Y",1413,8624831,6104
"93249",8,2019,"Elec- Commercial","Y",0,0,NA
"93250",7,2019,"Elec- Commercial","Y",0,0,NA
"93250",9,2019,"Elec- Commercial","Y",0,0,NA
"93251",8,2019,"Elec- Commercial","Y",0,0,NA
"93252",7,2019,"Elec- Commercial","Y",0,0,NA
"93252",9,2019,"Elec- Commercial","Y",0,0,NA
"93254",8,2019,"Elec- Commercial","Y",0,0,NA
"93256",7,2019,"Elec- Commercial","Y",0,0,NA
"93256",9,2019,"Elec- Commercial","Y",0,0,NA
"93262",8,2019,"Elec- Commercial","Y",0,0,NA
"93263",7,2019,"Elec- Commercial","Y",1202,7838530,6521
"93263",9,2019,"Elec- Commercial","Y",1197,8160958,6818
"93266",8,2019,"Elec- Commercial","Y",0,0,NA
"93268",7,2019,"Elec- Commercial","Y",580,9182887,15833
"93268",9,2019,"Elec- Commercial","Y",581,8204872,14122
"93272",8,2019,"Elec- Commercial","Y",0,0,NA
"93274",7,2019,"Elec- Commercial","Y",0,0,NA
"93274",9,2019,"Elec- Commercial","Y",0,0,NA
"93276",8,2019,"Elec- Commercial","Y",0,0,NA
"93277",7,2019,"Elec- Commercial","Y",0,0,NA
"93277",9,2019,"Elec- Commercial","Y",0,0,NA
"93280",8,2019,"Elec- Commercial","N",475,3665759,7717
"93286",7,2019,"Elec- Commercial","Y",0,0,NA
"93286",9,2019,"Elec- Commercial","Y",0,0,NA
"93291",8,2019,"Elec- Commercial","Y",0,0,NA
"93292",7,2019,"Elec- Commercial","Y",0,0,NA
"93292",9,2019,"Elec- Commercial","Y",0,0,NA
"93301",8,2019,"Elec- Commercial","N",1678,16821268,10025
"93304",7,2019,"Elec- Commercial","N",1035,11900276,11498
"93304",9,2019,"Elec- Commercial","N",1035,10980306,10609
"93305",8,2019,"Elec- Commercial","N",799,5726288,7167
"93306",7,2019,"Elec- Commercial","N",672,8497859,12646
"93306",9,2019,"Elec- Commercial","N",681,8008249,11760
"93307",8,2019,"Elec- Commercial","Y",1731,17546418,10137
"93308",7,2019,"Elec- Commercial","N",2220,25331137,11410
"93308",9,2019,"Elec- Commercial","N",2215,22620210,10212
"93309",8,2019,"Elec- Commercial","N",1330,17936952,13486
"93311",7,2019,"Elec- Commercial","Y",545,10714743,19660
"93311",9,2019,"Elec- Commercial","Y",548,9626992,17568
"93312",8,2019,"Elec- Commercial","N",836,10958428,13108
"93313",7,2019,"Elec- Commercial","N",1063,11718156,11024
"93313",9,2019,"Elec- Commercial","N",1069,10115001,9462
"93314",8,2019,"Elec- Commercial","Y",0,0,NA
"93401",7,2019,"Elec- Commercial","N",2525,14241662,5640
"93401",9,2019,"Elec- Commercial","N",2523,14661851,5811
"93402",8,2019,"Elec- Commercial","Y",0,0,NA
"93405",7,2019,"Elec- Commercial","Y",788,5560625,7057
"93405",9,2019,"Elec- Commercial","Y",788,5699611,7233
"93407",8,2019,"Elec- Commercial","Y",0,0,NA
"93420",7,2019,"Elec- Commercial","N",1119,3885143,3472
"93420",9,2019,"Elec- Commercial","N",1120,4029503,3598
"93422",8,2019,"Elec- Commercial","Y",1647,7263890,4410
"93424",7,2019,"Elec- Commercial","N",109,569188,5222
"93426",7,2019,"Elec- Commercial","Y",0,0,NA
"93426",9,2019,"Elec- Commercial","Y",0,0,NA
"93427",8,2019,"Elec- Commercial","Y",666,4359654,6546
"93428",7,2019,"Elec- Commercial","Y",514,1227756,2389
"93428",9,2019,"Elec- Commercial","Y",514,1235895,2404
"93429",8,2019,"Elec- Commercial","Y",0,0,NA
"93430",7,2019,"Elec- Commercial","Y",0,0,NA
"93430",9,2019,"Elec- Commercial","Y",0,0,NA
"93432",8,2019,"Elec- Commercial","N",102,262792,2576
"93433",7,2019,"Elec- Commercial","Y",771,2134770,2769
"93433",9,2019,"Elec- Commercial","Y",767,2075701,2706
"93434",8,2019,"Elec- Commercial","Y",0,0,NA
"93435",7,2019,"Elec- Commercial","Y",0,0,NA
"93435",9,2019,"Elec- Commercial","Y",0,0,NA
"93436",8,2019,"Elec- Commercial","Y",0,0,NA
"93437",7,2019,"Elec- Commercial","Y",0,0,NA
"93437",9,2019,"Elec- Commercial","Y",0,0,NA
"93440",8,2019,"Elec- Commercial","N",100,348075,3481
"93441",7,2019,"Elec- Commercial","Y",0,0,NA
"93441",9,2019,"Elec- Commercial","Y",0,0,NA
"93442",8,2019,"Elec- Commercial","N",622,1875753,3016
"93444",7,2019,"Elec- Commercial","N",451,1768496,3921
"93444",9,2019,"Elec- Commercial","N",447,1842638,4122
"93445",8,2019,"Elec- Commercial","Y",0,0,NA
"93446",7,2019,"Elec- Commercial","Y",2240,15306229,6833
"93446",9,2019,"Elec- Commercial","Y",2244,15315609,6825
"93449",8,2019,"Elec- Commercial","N",483,3104583,6428
"93450",7,2019,"Elec- Commercial","Y",0,0,NA
"93450",9,2019,"Elec- Commercial","Y",0,0,NA
"93451",8,2019,"Elec- Commercial","Y",0,0,NA
"93452",7,2019,"Elec- Commercial","Y",0,0,NA
"93452",9,2019,"Elec- Commercial","Y",0,0,NA
"93453",8,2019,"Elec- Commercial","Y",284,3952365,13917
"93454",7,2019,"Elec- Commercial","N",1427,11297755,7917
"93454",9,2019,"Elec- Commercial","N",1425,11767016,8258
"93455",8,2019,"Elec- Commercial","Y",1184,7875522,6652
"93458",7,2019,"Elec- Commercial","Y",859,4860429,5658
"93458",9,2019,"Elec- Commercial","Y",858,4537548,5289
"93460",8,2019,"Elec- Commercial","Y",0,0,NA
"93461",7,2019,"Elec- Commercial","Y",0,0,NA
"93461",9,2019,"Elec- Commercial","Y",0,0,NA
"93463",8,2019,"Elec- Commercial","Y",1116,5802278,5199
"93465",7,2019,"Elec- Commercial","Y",0,0,NA
"93465",9,2019,"Elec- Commercial","Y",0,0,NA
"93560",8,2019,"Elec- Commercial","Y",0,0,NA
"93561",7,2019,"Elec- Commercial","Y",0,0,NA
"93561",9,2019,"Elec- Commercial","Y",0,0,NA
"93601",8,2019,"Elec- Commercial","Y",0,0,NA
"93602",7,2019,"Elec- Commercial","Y",0,0,NA
"93602",9,2019,"Elec- Commercial","Y",0,0,NA
"93603",8,2019,"Elec- Commercial","Y",0,0,NA
"93604",7,2019,"Elec- Commercial","Y",0,0,NA
"93604",9,2019,"Elec- Commercial","Y",0,0,NA
"93608",8,2019,"Elec- Commercial","Y",0,0,NA
"93609",7,2019,"Elec- Commercial","Y",0,0,NA
"93609",9,2019,"Elec- Commercial","Y",0,0,NA
"93610",8,2019,"Elec- Commercial","Y",0,0,NA
"93611",7,2019,"Elec- Commercial","Y",1067,10145594,9509
"93611",9,2019,"Elec- Commercial","Y",1063,9128343,8587
"93612",8,2019,"Elec- Commercial","N",1440,14304657,9934
"93614",7,2019,"Elec- Commercial","Y",668,3621027,5421
"93614",9,2019,"Elec- Commercial","Y",666,3327541,4996
"93615",8,2019,"Elec- Commercial","Y",0,0,NA
"93616",7,2019,"Elec- Commercial","Y",0,0,NA
"93616",9,2019,"Elec- Commercial","Y",0,0,NA
"93618",8,2019,"Elec- Commercial","Y",596,5350121,8977
"93619",7,2019,"Elec- Commercial","Y",0,0,NA
"93619",9,2019,"Elec- Commercial","Y",0,0,NA
"93620",8,2019,"Elec- Commercial","Y",0,0,NA
"93621",7,2019,"Elec- Commercial","Y",0,0,NA
"93621",9,2019,"Elec- Commercial","Y",0,0,NA
"93622",8,2019,"Elec- Commercial","Y",795,3616624,4549
"93623",7,2019,"Elec- Commercial","Y",0,0,NA
"93623",9,2019,"Elec- Commercial","Y",0,0,NA
"93625",8,2019,"Elec- Commercial","N",246,2312672,9401
"93626",7,2019,"Elec- Commercial","Y",0,0,NA
"93626",9,2019,"Elec- Commercial","Y",0,0,NA
"93627",8,2019,"Elec- Commercial","Y",0,0,NA
"93628",7,2019,"Elec- Commercial","Y",0,0,NA
"93628",9,2019,"Elec- Commercial","Y",0,0,NA
"93630",8,2019,"Elec- Commercial","Y",650,3228894,4968
"93631",7,2019,"Elec- Commercial","N",430,3500531,8141
"93631",9,2019,"Elec- Commercial","N",431,3142275,7291
"93633",8,2019,"Elec- Commercial","Y",0,0,NA
"93635",7,2019,"Elec- Commercial","N",862,7546205,8754
"93635",9,2019,"Elec- Commercial","N",861,7800028,9059
"93636",8,2019,"Elec- Commercial","Y",0,0,NA
"93637",7,2019,"Elec- Commercial","N",1095,8421199,7691
"93637",9,2019,"Elec- Commercial","N",1088,9286891,8536
"93638",8,2019,"Elec- Commercial","Y",1429,7678650,5373
"93640",7,2019,"Elec- Commercial","N",235,1230592,5237
"93640",9,2019,"Elec- Commercial","Y",0,0,NA
"93641",8,2019,"Elec- Commercial","Y",0,0,NA
"93643",7,2019,"Elec- Commercial","Y",0,0,NA
"93643",9,2019,"Elec- Commercial","Y",0,0,NA
"93644",8,2019,"Elec- Commercial","Y",690,3805370,5515
"93645",7,2019,"Elec- Commercial","Y",0,0,NA
"93645",9,2019,"Elec- Commercial","Y",0,0,NA
"93646",8,2019,"Elec- Commercial","Y",0,0,NA
"93647",7,2019,"Elec- Commercial","Y",255,1020601,4002
"93647",9,2019,"Elec- Commercial","Y",432,2023584,4684
"93648",8,2019,"Elec- Commercial","Y",0,0,NA
"93650",7,2019,"Elec- Commercial","N",186,1034206,5560
"93650",9,2019,"Elec- Commercial","N",186,973639,5235
"93651",8,2019,"Elec- Commercial","Y",0,0,NA
"93652",7,2019,"Elec- Commercial","Y",0,0,NA
"93652",9,2019,"Elec- Commercial","Y",0,0,NA
"93653",8,2019,"Elec- Commercial","Y",0,0,NA
"93654",7,2019,"Elec- Commercial","Y",813,5549926,6826
"93654",9,2019,"Elec- Commercial","Y",865,7444329,8606
"93656",8,2019,"Elec- Commercial","Y",0,0,NA
"93657",7,2019,"Elec- Commercial","Y",1066,6529854,6126
"93657",9,2019,"Elec- Commercial","Y",1071,6610853,6173
"93660",8,2019,"Elec- Commercial","Y",0,0,NA
"93662",7,2019,"Elec- Commercial","Y",706,5379849,7620
"93662",9,2019,"Elec- Commercial","Y",705,5029217,7134
"93664",8,2019,"Elec- Commercial","Y",0,0,NA
"93667",7,2019,"Elec- Commercial","Y",0,0,NA
"93667",9,2019,"Elec- Commercial","Y",0,0,NA
"93668",8,2019,"Elec- Commercial","Y",0,0,NA
"93669",7,2019,"Elec- Commercial","Y",0,0,NA
"93669",9,2019,"Elec- Commercial","Y",0,0,NA
"93675",8,2019,"Elec- Commercial","Y",0,0,NA
"93701",7,2019,"Elec- Commercial","N",425,2056059,4838
"93701",9,2019,"Elec- Commercial","Y",0,0,NA
"93702",8,2019,"Elec- Commercial","Y",0,0,NA
"93703",7,2019,"Elec- Commercial","N",814,4881960,5997
"93703",9,2019,"Elec- Commercial","N",811,4591815,5662
"93704",8,2019,"Elec- Commercial","Y",927,8013649,8645
"93705",7,2019,"Elec- Commercial","N",368,2552385,6936
"93705",9,2019,"Elec- Commercial","Y",0,0,NA
"93706",8,2019,"Elec- Commercial","Y",1125,14533739,12919
"93710",7,2019,"Elec- Commercial","Y",1237,14361717,11610
"93710",9,2019,"Elec- Commercial","Y",1244,12629830,10153
"93711",8,2019,"Elec- Commercial","N",1547,13681190,8844
"93720",7,2019,"Elec- Commercial","Y",1426,18615105,13054
"93720",9,2019,"Elec- Commercial","N",1341,15702048,11709
"93721",8,2019,"Elec- Commercial","Y",1869,19681704,10531
"93722",7,2019,"Elec- Commercial","N",1512,12456202,8238
"93722",9,2019,"Elec- Commercial","N",1509,11331555,7509
"93723",8,2019,"Elec- Commercial","Y",0,0,NA
"93725",7,2019,"Elec- Commercial","Y",1090,14907142,13676
"93725",9,2019,"Elec- Commercial","N",850,12588907,14810
"93726",8,2019,"Elec- Commercial","N",889,9423115,10600
"93727",7,2019,"Elec- Commercial","Y",1601,15875042,9916
"93727",9,2019,"Elec- Commercial","Y",1595,14216527,8913
"93728",8,2019,"Elec- Commercial","N",577,3404379,5900
"93730",7,2019,"Elec- Commercial","Y",0,0,NA
"93730",9,2019,"Elec- Commercial","N",87,372087,4277
"93737",8,2019,"Elec- Commercial","Y",0,0,NA
"93740",7,2019,"Elec- Commercial","Y",0,0,NA
"93740",9,2019,"Elec- Commercial","Y",0,0,NA
"93901",8,2019,"Elec- Commercial","Y",2242,11822132,5273
"93905",7,2019,"Elec- Commercial","N",608,3595048,5913
"93905",9,2019,"Elec- Commercial","N",610,3782250,6200
"93906",8,2019,"Elec- Commercial","N",700,6953188,9933
"93907",7,2019,"Elec- Commercial","N",715,3144843,4398
"93907",9,2019,"Elec- Commercial","N",717,3201319,4465
"93908",8,2019,"Elec- Commercial","Y",0,0,NA
"93920",7,2019,"Elec- Commercial","Y",0,0,NA
"93920",9,2019,"Elec- Commercial","Y",0,0,NA
"93921",8,2019,"Elec- Commercial","N",360,1018581,2829
"93923",7,2019,"Elec- Commercial","Y",1014,4584488,4521
"93923",9,2019,"Elec- Commercial","Y",1018,4745990,4662
"93924",8,2019,"Elec- Commercial","Y",0,0,NA
"93925",7,2019,"Elec- Commercial","Y",0,0,NA
"93925",9,2019,"Elec- Commercial","Y",0,0,NA
"93926",8,2019,"Elec- Commercial","Y",257,668782,2602
"93927",7,2019,"Elec- Commercial","Y",352,1783062,5066
"93927",9,2019,"Elec- Commercial","Y",355,1830642,5157
"93930",8,2019,"Elec- Commercial","Y",683,4725952,6919
"93932",7,2019,"Elec- Commercial","N",52,71349,1372
"93932",9,2019,"Elec- Commercial","N",52,71955,1384
"93933",8,2019,"Elec- Commercial","N",513,3771754,7352
"93940",7,2019,"Elec- Commercial","Y",2419,16673930,6893
"93940",9,2019,"Elec- Commercial","Y",2409,16504131,6851
"93944",8,2019,"Elec- Commercial","Y",0,0,NA
"93950",7,2019,"Elec- Commercial","Y",0,0,NA
"93950",9,2019,"Elec- Commercial","Y",0,0,NA
"93953",8,2019,"Elec- Commercial","Y",0,0,NA
"93955",7,2019,"Elec- Commercial","N",784,4283071,5463
"93955",9,2019,"Elec- Commercial","N",785,4516331,5753
"93960",8,2019,"Elec- Commercial","N",345,1788025,5183
"94002",7,2019,"Elec- Commercial","N",712,4324594,6074
"94002",9,2019,"Elec- Commercial","N",712,4471021,6280
"94005",8,2019,"Elec- Commercial","N",307,4485023,14609
"94010",7,2019,"Elec- Commercial","Y",1777,17154952,9654
"94010",9,2019,"Elec- Commercial","Y",1772,16595244,9365
"94014",8,2019,"Elec- Commercial","N",801,6240366,7791
"94015",7,2019,"Elec- Commercial","N",510,6594023,12929
"94015",9,2019,"Elec- Commercial","N",513,6554817,12777
"94018",8,2019,"Elec- Commercial","N",179,454712,2540
"94019",7,2019,"Elec- Commercial","Y",0,0,NA
"94019",9,2019,"Elec- Commercial","Y",0,0,NA
"94020",8,2019,"Elec- Commercial","Y",0,0,NA
"94021",7,2019,"Elec- Commercial","Y",0,0,NA
"94021",9,2019,"Elec- Commercial","Y",0,0,NA
"94022",8,2019,"Elec- Commercial","Y",0,0,NA
"94024",7,2019,"Elec- Commercial","Y",0,0,NA
"94024",9,2019,"Elec- Commercial","Y",0,0,NA
"94025",8,2019,"Elec- Commercial","Y",1436,24246378,16885
"94027",7,2019,"Elec- Commercial","Y",0,0,NA
"94027",9,2019,"Elec- Commercial","Y",0,0,NA
"94028",8,2019,"Elec- Commercial","Y",0,0,NA
"94030",7,2019,"Elec- Commercial","Y",0,0,NA
"94030",9,2019,"Elec- Commercial","Y",0,0,NA
"94035",8,2019,"Elec- Commercial","Y",0,0,NA
"94038",7,2019,"Elec- Commercial","Y",0,0,NA
"94038",9,2019,"Elec- Commercial","Y",0,0,NA
"94040",8,2019,"Elec- Commercial","Y",0,0,NA
"94041",7,2019,"Elec- Commercial","Y",0,0,NA
"94041",9,2019,"Elec- Commercial","Y",0,0,NA
"94043",8,2019,"Elec- Commercial","Y",1950,69801119,35795
"94044",7,2019,"Elec- Commercial","Y",626,2803407,4478
"94044",9,2019,"Elec- Commercial","Y",625,2793936,4470
"94060",8,2019,"Elec- Commercial","Y",0,0,NA
"94061",7,2019,"Elec- Commercial","N",387,2288402,5913
"94061",9,2019,"Elec- Commercial","N",389,2296264,5903
"94062",8,2019,"Elec- Commercial","Y",0,0,NA
"94063",7,2019,"Elec- Commercial","N",1674,22198722,13261
"94063",9,2019,"Elec- Commercial","N",1677,22180473,13226
"94065",8,2019,"Elec- Commercial","Y",0,0,NA
"94066",7,2019,"Elec- Commercial","Y",0,0,NA
"94066",9,2019,"Elec- Commercial","Y",0,0,NA
"94070",8,2019,"Elec- Commercial","N",1475,10296496,6981
"94074",7,2019,"Elec- Commercial","Y",0,0,NA
"94074",9,2019,"Elec- Commercial","Y",0,0,NA
"94080",8,2019,"Elec- Commercial","Y",2589,43697006,16878
"94085",7,2019,"Elec- Commercial","Y",0,0,NA
"94085",9,2019,"Elec- Commercial","Y",0,0,NA
"94086",8,2019,"Elec- Commercial","N",634,11895789,18763
"94087",7,2019,"Elec- Commercial","Y",0,0,NA
"94087",9,2019,"Elec- Commercial","Y",0,0,NA
"94089",8,2019,"Elec- Commercial","Y",0,0,NA
"94102",7,2019,"Elec- Commercial","N",1165,15125034,12983
"94102",9,2019,"Elec- Commercial","N",1174,15309527,13040
"94103",8,2019,"Elec- Commercial","N",2028,32047883,15803
"94104",7,2019,"Elec- Commercial","N",147,7785058,52960
"94104",9,2019,"Elec- Commercial","N",147,7605100,51735
"94105",8,2019,"Elec- Commercial","N",498,22708837,45600
"94107",7,2019,"Elec- Commercial","N",1499,17831558,11896
"94107",9,2019,"Elec- Commercial","N",1498,18032680,12038
"94108",8,2019,"Elec- Commercial","N",1243,11329899,9115
"94109",7,2019,"Elec- Commercial","Y",2459,18472404,7512
"94109",9,2019,"Elec- Commercial","Y",2474,18945552,7658
"94110",8,2019,"Elec- Commercial","N",1922,7633957,3972
"94111",7,2019,"Elec- Commercial","Y",472,12687931,26881
"94111",9,2019,"Elec- Commercial","Y",472,13244446,28060
"94112",8,2019,"Elec- Commercial","N",832,3737428,4492
"94114",7,2019,"Elec- Commercial","N",756,2523087,3337
"94114",9,2019,"Elec- Commercial","N",762,2477922,3252
"94115",8,2019,"Elec- Commercial","Y",0,0,NA
"94116",7,2019,"Elec- Commercial","Y",0,0,NA
"94116",9,2019,"Elec- Commercial","Y",0,0,NA
"94117",8,2019,"Elec- Commercial","N",695,2626941,3780
"94118",7,2019,"Elec- Commercial","Y",3928,20249036,5155
"94118",9,2019,"Elec- Commercial","Y",3941,20705757,5254
"94121",8,2019,"Elec- Commercial","Y",0,0,NA
"94122",7,2019,"Elec- Commercial","Y",0,0,NA
"94122",9,2019,"Elec- Commercial","Y",0,0,NA
"94123",8,2019,"Elec- Commercial","N",938,3014418,3214
"94124",7,2019,"Elec- Commercial","Y",1785,13044645,7308
"94124",9,2019,"Elec- Commercial","Y",1789,13136354,7343
"94127",8,2019,"Elec- Commercial","Y",0,0,NA
"94128",7,2019,"Elec- Commercial","Y",0,0,NA
"94128",9,2019,"Elec- Commercial","Y",0,0,NA
"94129",8,2019,"Elec- Commercial","Y",0,0,NA
"94130",7,2019,"Elec- Commercial","Y",0,0,NA
"94130",9,2019,"Elec- Commercial","Y",0,0,NA
"94131",8,2019,"Elec- Commercial","Y",0,0,NA
"94132",7,2019,"Elec- Commercial","Y",0,0,NA
"94132",9,2019,"Elec- Commercial","Y",0,0,NA
"94133",8,2019,"Elec- Commercial","N",1299,9780622,7529
"94134",7,2019,"Elec- Commercial","Y",0,0,NA
"94134",9,2019,"Elec- Commercial","Y",0,0,NA
"94158",8,2019,"Elec- Commercial","N",98,4715451,48117
"94303",7,2019,"Elec- Commercial","Y",0,0,NA
"94303",9,2019,"Elec- Commercial","Y",0,0,NA
"94304",8,2019,"Elec- Commercial","Y",0,0,NA
"94305",7,2019,"Elec- Commercial","Y",0,0,NA
"94305",9,2019,"Elec- Commercial","Y",0,0,NA
"94306",8,2019,"Elec- Commercial","Y",0,0,NA
"94401",7,2019,"Elec- Commercial","N",999,5311584,5317
"94401",9,2019,"Elec- Commercial","Y",2237,32548124,14550
"94402",8,2019,"Elec- Commercial","Y",954,8603787,9019
"94403",7,2019,"Elec- Commercial","Y",1243,26071250,20974
"94403",9,2019,"Elec- Commercial","Y",0,0,NA
"94404",8,2019,"Elec- Commercial","Y",0,0,NA
"94501",7,2019,"Elec- Commercial","Y",0,0,NA
"94501",9,2019,"Elec- Commercial","Y",0,0,NA
"94502",8,2019,"Elec- Commercial","Y",0,0,NA
"94503",7,2019,"Elec- Commercial","N",297,5418316,18243
"94503",9,2019,"Elec- Commercial","N",297,5361284,18051
"94505",8,2019,"Elec- Commercial","Y",0,0,NA
"94506",7,2019,"Elec- Commercial","N",224,2154641,9619
"94506",9,2019,"Elec- Commercial","Y",375,3416206,9110
"94507",8,2019,"Elec- Commercial","Y",239,1641648,6869
"94508",7,2019,"Elec- Commercial","Y",96,426959,4447
"94508",9,2019,"Elec- Commercial","Y",96,422413,4400
"94509",8,2019,"Elec- Commercial","N",1265,10583053,8366
"94510",7,2019,"Elec- Commercial","N",1003,6330500,6312
"94510",9,2019,"Elec- Commercial","N",1007,6427333,6383
"94512",8,2019,"Elec- Commercial","Y",0,0,NA
"94513",7,2019,"Elec- Commercial","N",1234,10139175,8217
"94513",9,2019,"Elec- Commercial","N",1234,9451043,7659
"94514",8,2019,"Elec- Commercial","Y",0,0,NA
"94515",7,2019,"Elec- Commercial","Y",835,4955614,5935
"94515",9,2019,"Elec- Commercial","Y",838,4807617,5737
"94517",8,2019,"Elec- Commercial","N",150,1378086,9187
"94518",7,2019,"Elec- Commercial","Y",1288,9312114,7230
"94518",9,2019,"Elec- Commercial","Y",0,0,NA
"94519",8,2019,"Elec- Commercial","Y",0,0,NA
"94520",7,2019,"Elec- Commercial","N",1881,21040845,11186
"94520",9,2019,"Elec- Commercial","N",1877,20082853,10699
"94521",8,2019,"Elec- Commercial","Y",0,0,NA
"94523",7,2019,"Elec- Commercial","Y",0,0,NA
"94523",9,2019,"Elec- Commercial","Y",0,0,NA
"94525",8,2019,"Elec- Commercial","Y",0,0,NA
"94526",7,2019,"Elec- Commercial","Y",0,0,NA
"94526",9,2019,"Elec- Commercial","Y",0,0,NA
"94528",8,2019,"Elec- Commercial","Y",0,0,NA
"94530",7,2019,"Elec- Commercial","N",555,2878022,5186
"94530",9,2019,"Elec- Commercial","N",553,3061856,5537
"94531",8,2019,"Elec- Commercial","N",375,4843743,12917
"94533",7,2019,"Elec- Commercial","Y",1598,14262460,8925
"94533",9,2019,"Elec- Commercial","Y",1604,14519964,9052
"94534",8,2019,"Elec- Commercial","N",658,8118362,12338
"94535",7,2019,"Elec- Commercial","Y",0,0,NA
"94535",9,2019,"Elec- Commercial","Y",0,0,NA
"94536",8,2019,"Elec- Commercial","N",853,5468350,6411
"94538",7,2019,"Elec- Commercial","N",2718,42706855,15713
"94538",9,2019,"Elec- Commercial","N",2713,41857769,15429
"94539",8,2019,"Elec- Commercial","Y",1204,13734913,11408
"94541",7,2019,"Elec- Commercial","N",1215,6548416,5390
"94541",9,2019,"Elec- Commercial","N",1214,6477247,5335
"94542",8,2019,"Elec- Commercial","Y",0,0,NA
"94544",7,2019,"Elec- Commercial","Y",2675,33737210,12612
"94544",9,2019,"Elec- Commercial","Y",2672,33392148,12497
"94545",8,2019,"Elec- Commercial","N",2204,26056079,11822
"94546",7,2019,"Elec- Commercial","N",788,3831781,4863
"94546",9,2019,"Elec- Commercial","N",780,3849386,4935
"94547",8,2019,"Elec- Commercial","Y",0,0,NA
"94548",7,2019,"Elec- Commercial","Y",0,0,NA
"94548",9,2019,"Elec- Commercial","Y",0,0,NA
"94549",8,2019,"Elec- Commercial","N",696,3955645,5683
"94550",7,2019,"Elec- Commercial","N",1323,11488957,8684
"94550",9,2019,"Elec- Commercial","N",1330,10964059,8244
"94551",8,2019,"Elec- Commercial","Y",1656,19040236,11498
"94552",7,2019,"Elec- Commercial","Y",0,0,NA
