 03/17/2020,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
CO2,7277,7205,7185,7156,7104,7046,7004,6987,6952,6921,6895,6854,6799,6743,6736,6734,6682,6634,6625,6596,6574,6545,6544,6553,6560,6535,6521,6513,6493,6483,6470,6450,6419,6393,6365,6358,6358,6348,6368,6361,6346,6362,6361,6362,6335,6317,6363,6399,6410,6437,6460,6465,6499,6562,6578,6575,6618,6661,6697,6743,6770,6801,6949,6998,7031,7047,7069,7105,7203,7284,7334,7349,7407,7502,7762,7846,7898,7991,8052,8101,8182,8192,8250,8240,8264,8291,8392,8306,8257,8169,8065,8014,7971,7866,7732,7567,7416,7263,7207,7117,6996,6915,6950,6809,6479,6291,6157,6021,5912,5759,5621,5561,5514,5449,5340,5243,5228,5158,5238,5290,5181,5075,5061,5061,5016,4965,4905,4855,4771,4690,4630,4577,4442,4502,4544,4559,4484,4500,4432,4419,4434,4442,4404,4349,4267,4298,4352,4337,4331,4377,4386,4347,4363,4371,4392,4385,4313,4285,4208,4227,4261,4220,4168,4171,4072,4131,4314,4334,4322,4375,4354,4302,4271,4358,4405,4376,4466,4473,4568,4516,4447,4607,4559,4548,4575,4694,4778,4834,4780,4831,4884,4824,4772,4845,4783,4772,4923,4979,4945,4989,4933,4972,5133,4936,4948,5116,5339,5433,5516,5732,5889,6072,6383,6598,6783,6957,7097,7261,7302,7452,7632,7811,7971,8074,8188,8246,8297,8375,8435,8472,8522,8571,8660,8747,8789,8843,8899,8904,8898,8882,8866,8883,8959,8917,8847,8832,8811,8784,8724,8616,8598,8585,8582,8527,8596,8591,8527,8428,8373,8332,8292,8213,8160,8165,8142,8113,8133,8037,7976,7906,7857,7785,7727,7686,7634,7596,7538,7509,7438,7347,7303,7230,7183,7131,7092,6998,6965,6937
