 05/08/2020,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05
CO2,7454,7436,7450,7370,7298,7243,7202,7151,7063,6954,6842,6798,6787,6758,6797,6862,6830,6804,6775,6722,6675,6692,6665,6611,6566,6578,6573,6508,6482,6431,6392,6345,6347,6343,6353,6358,6399,6392,6384,6385,6390,6405,6399,6404,6401,6371,6374,6340,6346,6391,6393,6374,6360,6368,6386,6398,6420,6396,6403,6415,6438,6509,6589,6582,6606,6693,6884,6933,6994,7032,7036,7034,6983,7062,7226,7222,7148,7116,7062,6984,6850,6544,6425,6489,6448,6312,6279,6254,6123,5877,5719,5625,5465,5255,5136,5035,4905,4803,4738,4607,4557,4568,4436,4313,4257,4218,4195,4100,3982,3979,4045,4002,3865,3824,3810,3763,3716,3657,3615,3586,3555,3513,3481,3486,3487,3523,3619,3616,3539,3565,3627,3627,3602,3595,3571,3599,3629,3670,3702,3748,3796,3807,3860,3880,3899,3952,4015,4036,4076,4122,4174,4223,4283,4411,4503,4498,4559,4538,4599,4627,4667,4743,4811,4882,4937,4950,5030,5046,5064,5172,5324,5322,5393,5486,5526,5600,5700,5699,5733,5770,5802,5857
